Chr	Start	End	Strand	Gene_ID	Gene_Name	Transcript_ID	Transcript_Length
chr5	69557191	69563191	+	ENSG00000183474	GTF2H2C	ENST00000380729	35030
chr5	70022251	70028251	+	ENSG00000205572	SERF1B	ENST00000380750	17862
chr5	70046657	70052657	+	ENSG00000205571	SMN2	ENST00000506734	27939
chr5	70897687	70903687	+	ENSG00000172058	SERF1A	ENST00000354833	17843
chr5	70922095	70928095	+	ENSG00000172062	SMN1	ENST00000506163	27945
chr5	71022339	71028339	-	ENSG00000249437	NAIP	ENST00000517649	57173
chr5	71064601	71070601	-	ENSG00000145736	GTF2H2	ENST00000274400	34931
chr5	71452651	71458651	+	ENSG00000145734	BDP1	ENST00000358731	112169
chr5	71577218	71583218	+	ENSG00000131844	MCCC2	ENST00000682499	78473
chr5	71716275	71722275	+	ENSG00000164326	CARTPT	ENST00000296777	1770
chr5	72104475	72110475	+	ENSG00000131711	MAP1B	ENST00000296755	102090
chr5	72317240	72323240	-	ENSG00000113048	MRPS27	ENST00000261413	100837
chr5	72317373	72323373	+	ENSG00000049883	PTCD2	ENST00000380639	48022
chr5	72504410	72510410	-	ENSG00000178175	ZNF366	ENST00000318442	67507
chr5	72813312	72819312	+	ENSG00000083312	TNPO1	ENST00000680533	100421
chr5	72953041	72959041	+	ENSG00000157107	FCHO2	ENST00000430046	134481
chr5	73117569	73123569	+	ENSG00000157111	TMEM171	ENST00000287773	11240
chr5	73170193	73176193	+	ENSG00000164325	TMEM174	ENST00000296776	1950
chr5	73445777	73451777	-	ENSG00000251493	FOXD1	ENST00000615637	2511
chr5	73495442	73501442	+	ENSG00000145741	BTF3	ENST00000380591	7225
chr5	73562639	73568639	-	ENSG00000164331	ANKRA2	ENST00000296785	13449
chr5	73562743	73568743	+	ENSG00000164338	UTP15	ENST00000296792	17637
chr5	73623158	73629158	+	ENSG00000214944	ARHGEF28	ENST00000545377	315834
chr5	74637023	74643023	+	ENSG00000049860	HEXB	ENST00000511181	81265
chr5	74638424	74644424	-	ENSG00000171617	ENC1	ENST00000618628	14018
chr5	74764121	74770121	-	ENSG00000164347	GFM2	ENST00000345239	45915
chr5	74764249	74770249	+	ENSG00000164346	NSA2	ENST00000610426	12864
chr5	74863966	74869966	-	ENSG00000198780	FAM169A	ENST00000389156	89392
chr5	75049558	75055558	-	ENSG00000176928	GCNT4	ENST00000652361	27212
chr5	75233878	75239878	-	ENSG00000145700	ANKRD31	ENST00000506364	168581
chr5	75334180	75340180	+	ENSG00000113161	HMGCR	ENST00000679456	26821
chr5	75508286	75514286	-	ENSG00000113163	CERT1	ENST00000644912	154934
chr5	75508756	75514756	+	ENSG00000122008	POLK	ENST00000241436	89388
chr5	75608182	75614182	+	ENSG00000189045	ANKDD1B	ENST00000672850	60664
chr5	75714437	75720437	-	ENSG00000152359	POC5	ENST00000428202	43313
chr5	76080414	76086414	+	ENSG00000122012	SV2C	ENST00000322285	270525
chr5	76400285	76406285	+	ENSG00000145703	IQGAP2	ENST00000274364	304847
chr5	76620403	76626403	-	ENSG00000164220	F2RL2	ENST00000296641	7921
chr5	76713126	76719126	+	ENSG00000181104	F2R	ENST00000319211	19644
chr5	76816030	76822030	+	ENSG00000164251	F2RL1	ENST00000296677	16285
chr5	76847014	76853014	+	ENSG00000171643	S100Z	ENST00000317593	71636
chr5	76955697	76961697	+	ENSG00000145708	CRHBP	ENST00000514258	22461
chr5	77027404	77033404	+	ENSG00000164252	AGGF1	ENST00000312916	34830
chr5	77084285	77090285	-	ENSG00000132846	ZBED3	ENST00000255198	15213
chr5	77207680	77213680	+	ENSG00000113231	PDE8B	ENST00000264917	217576
chr5	77617611	77623611	-	ENSG00000164253	WDR41	ENST00000509971	166732
chr5	77635713	77641713	-	ENSG00000171540	OTP	ENST00000306422	10001
chr5	77865780	77871780	-	ENSG00000171530	TBCA	ENST00000522370	177376
chr5	78291698	78297698	-	ENSG00000132842	AP3B1	ENST00000255194	292372
chr5	78357617	78363617	+	ENSG00000085365	SCAMP1	ENST00000621999	120122
chr5	78645772	78651772	-	ENSG00000145685	LHFPL2	ENST00000380345	163542
chr5	78982310	78988310	-	ENSG00000113273	ARSB	ENST00000264914	208101
chr5	79066767	79072767	+	ENSG00000132840	BHMT2	ENST00000255192	20302
chr5	79108809	79114809	+	ENSG00000145692	BHMT	ENST00000274353	20479
chr5	79233038	79239038	-	ENSG00000132837	DMGDH	ENST00000520388	180184
chr5	79233131	79239131	+	ENSG00000152409	JMY	ENST00000396137	91080
chr5	79511134	79517134	-	ENSG00000152413	HOMER1	ENST00000334082	141498
chr5	79609441	79615441	+	ENSG00000164329	TENT2	ENST00000453514	75805
chr5	79686836	79692836	+	ENSG00000164309	CMYA5	ENST00000446378	110386
chr5	79988262	79994262	-	ENSG00000177034	MTX3	ENST00000512528	14546
chr5	79988332	79994332	+	ENSG00000113296	THBS4	ENST00000510218	64635
chr5	80253019	80259019	-	ENSG00000164300	SERINC5	ENST00000509193	144368
chr5	80317002	80323002	+	ENSG00000164299	SPZ1	ENST00000296739	1840
chr5	80405064	80411064	+	ENSG00000039319	ZFYVE16	ENST00000505560	75315
chr5	80485100	80491100	+	ENSG00000152380	FAM151B	ENST00000282226	54463
chr5	80567280	80573280	-	ENSG00000189127	ANKRD34B	ENST00000338682	13525
chr5	80651652	80657652	+	ENSG00000113318	MSH3	ENST00000265081	222163
chr5	80651983	80657983	-	ENSG00000228716	DHFR	ENST00000439211	28757
chr5	80957363	80963363	+	ENSG00000113319	RASGRF2	ENST00000265080	269799
chr5	81230322	81236322	+	ENSG00000131730	CKMT2	ENST00000254035	33076
chr5	81298587	81304587	+	ENSG00000131732	ZCCHC9	ENST00000407610	11710
chr5	81391134	81397134	-	ENSG00000172497	ACOT12	ENST00000307624	64138
chr5	81748097	81754097	-	ENSG00000145687	SSBP2	ENST00000320672	338293
chr5	81969023	81975023	+	ENSG00000152348	ATG10	ENST00000282185	284110
chr5	82275354	82281354	-	ENSG00000186468	RPS23	ENST00000296674	5034
chr5	83074394	83080394	-	ENSG00000174695	TMEM167A	ENST00000502346	24548
chr5	83074498	83080498	+	ENSG00000152422	XRCC4	ENST00000282268	276260
chr5	83468674	83474674	+	ENSG00000038427	VCAN	ENST00000342785	110629
chr5	83717855	83723855	-	ENSG00000145681	HAPLN1	ENST00000274341	83050
chr5	84381880	84387880	-	ENSG00000164176	EDIL3	ENST00000296591	444326
chr5	86614941	86620941	+	ENSG00000127184	COX7C	ENST00000247655	3021
chr5	87264883	87270883	+	ENSG00000145715	RASA1	ENST00000274376	124033
chr5	87409908	87415908	-	ENSG00000134480	CCNH	ENST00000645953	94492
chr5	88265830	88271830	-	ENSG00000164180	TMEM161B	ENST00000514135	79197
chr5	88901257	88907257	-	ENSG00000081189	MEF2C	ENST00000424173	186016
chr5	90406756	90412756	-	ENSG00000153140	CETN3	ENST00000283122	17499
chr5	90471771	90477771	-	ENSG00000176055	MBLAC2	ENST00000316610	16562
chr5	90471864	90477864	+	ENSG00000113356	POLR3G	ENST00000651687	39693
chr5	90526584	90532584	-	ENSG00000176018	LYSMD3	ENST00000315948	13958
chr5	90555797	90561797	+	ENSG00000164199	ADGRV1	ENST00000405460	605640
chr5	91380317	91386317	-	ENSG00000113369	ARRDC3	ENST00000265138	14686
chr5	93580222	93586222	+	ENSG00000175745	NR2F1	ENST00000327111	11389
chr5	93738600	93744600	-	ENSG00000248483	POU5F2	ENST00000606183	8380
chr5	94108663	94114663	-	ENSG00000113391	FAM172A	ENST00000395965	493938
chr5	94615604	94621604	-	ENSG00000185261	KIAA0825	ENST00000682413	467753
chr5	94615669	94621669	+	ENSG00000133302	SLF1	ENST00000265140	78952
chr5	95282094	95288094	-	ENSG00000175471	MCTP1	ENST00000515393	581404
chr5	95388366	95394366	+	ENSG00000153347	FAM81B	ENST00000283357	59075
chr5	95551977	95557977	-	ENSG00000198677	TTC37	ENST00000649566	93222
chr5	95552101	95558101	+	ENSG00000164291	ARSK	ENST00000380009	50001
chr5	95617087	95623087	+	ENSG00000178015	GPR150	ENST00000380007	2055
chr5	95655062	95661062	+	ENSG00000175449	RFESD	ENST00000508206	26711
chr5	95695711	95701711	-	ENSG00000145757	SPATA9	ENST00000379990	40279
chr5	95728336	95734336	+	ENSG00000164292	RHOBTB3	ENST00000379982	65025
chr5	95819726	95825726	-	ENSG00000173221	GLRX	ENST00000508780	71407
chr5	95958851	95964851	-	ENSG00000118985	ELL2	ENST00000237853	76753
chr5	96430248	96436248	-	ENSG00000175426	PCSK1	ENST00000311106	42915
chr5	96526821	96532821	+	ENSG00000153113	CAST	ENST00000505143	210297
chr5	96805100	96811100	-	ENSG00000164307	ERAP1	ENST00000296754	47290
chr5	96873500	96879500	+	ENSG00000164308	ERAP2	ENST00000437043	43203
chr5	96933080	96939080	+	ENSG00000113441	LNPEP	ENST00000231368	101433
chr5	97139611	97145611	-	ENSG00000145721	LIX1	ENST00000274382	50744
chr5	97180247	97186247	-	ENSG00000058729	RIOK2	ENST00000283109	22380
chr5	98766295	98772295	+	ENSG00000174136	RGMB	ENST00000308234	27199
chr5	98926007	98932007	-	ENSG00000153922	CHD1	ENST00000614616	75022
chr5	100532374	100538374	+	ENSG00000174132	FAM174A	ENST00000312637	51367
chr5	100900282	100906282	-	ENSG00000113532	ST8SIA4	ENST00000231461	96349
chr5	102293284	102299284	-	ENSG00000173930	SLCO4C1	ENST00000310954	62298
chr5	102496001	102502001	-	ENSG00000205359	SLCO6A1	ENST00000506729	127227
chr5	102751783	102757783	+	ENSG00000145730	PAM	ENST00000510208	274924
chr5	103117138	103123138	-	ENSG00000145723	GIN1	ENST00000399004	34138
chr5	103117200	103123200	+	ENSG00000145725	PPIP5K2	ENST00000321521	92599
chr5	103255763	103261763	+	ENSG00000181751	MACIR	ENST00000319933	19897
chr5	103559789	103565789	-	ENSG00000112874	NUDT12	ENST00000230792	13934
chr5	107667937	107673937	-	ENSG00000184349	EFNA5	ENST00000333274	294043
chr5	108379098	108385098	-	ENSG00000145743	FBXL17	ENST00000542267	523063
chr5	108744897	108750897	+	ENSG00000151422	FER	ENST00000281092	448944
chr5	109406974	109412974	-	ENSG00000198961	PJA2	ENST00000361189	75252
chr5	109686927	109692927	+	ENSG00000112893	MAN2A1	ENST00000261483	179698
chr5	110723671	110729671	-	ENSG00000186952	TMEM232	ENST00000515518	308993
chr5	110736007	110742007	+	ENSG00000164209	SLC25A46	ENST00000355943	26150
chr5	111067062	111073062	+	ENSG00000145777	TSLP	ENST00000420978	6731
chr5	111089348	111095348	+	ENSG00000134987	WDR36	ENST00000513710	38154
chr5	111221384	111227384	+	ENSG00000152495	CAMK4	ENST00000282356	270502
chr5	111509535	111515535	-	ENSG00000164211	STARD4	ENST00000296632	16502
chr5	111994464	112000464	-	ENSG00000134986	NREP	ENST00000450761	266773
chr5	112416277	112422277	-	ENSG00000129595	EPB41L4A	ENST00000261486	256658
chr5	112704522	112710522	+	ENSG00000134982	APC	ENST00000507379	131532
chr5	112858295	112864295	+	ENSG00000153037	SRP19	ENST00000506997	37076
chr5	112919227	112925227	-	ENSG00000129625	REEP5	ENST00000379638	45842
chr5	112973798	112979798	+	ENSG00000172795	DCP2	ENST00000389063	45397
chr5	113431989	113437989	-	ENSG00000212122	TSSK1B	ENST00000390666	2436
chr5	113485453	113491453	-	ENSG00000171444	MCC	ENST00000408903	466347
chr5	113510694	113516694	+	ENSG00000047188	YTHDC2	ENST00000161863	81590
chr5	114053069	114059069	+	ENSG00000080709	KCNN2	ENST00000512097	440431
chr5	115177159	115183159	-	ENSG00000152503	TRIM36	ENST00000282369	55397
chr5	115259877	115265877	-	ENSG00000164219	PGGT1B	ENST00000419445	58865
chr5	115293654	115299654	-	ENSG00000164221	CCDC112	ENST00000379611	29464
chr5	115541775	115547775	-	ENSG00000145780	FEM1C	ENST00000274457	23867
chr5	115599479	115605479	-	ENSG00000243414	TICAM2	ENST00000427199	23983
chr5	115623036	115629036	-	ENSG00000134970	TMED7	ENST00000456936	12826
chr5	115623161	115629161	-	ENSG00000251201	TMED7-TICAM2	ENST00000282382	47519
chr5	115813659	115819659	-	ENSG00000129596	CDO1	ENST00000250535	11926
chr5	115838565	115844565	-	ENSG00000145782	ATG12	ENST00000509910	13365
chr5	115838935	115844935	+	ENSG00000177879	AP3S1	ENST00000316788	72146
chr5	115959475	115965475	+	ENSG00000172901	LVRN	ENST00000357872	65131
chr5	116029324	116035324	+	ENSG00000268223	ARL14EPL	ENST00000601302	27794
chr5	116082025	116088025	+	ENSG00000145781	COMMD10	ENST00000274458	208262
chr5	116571823	116577823	-	ENSG00000092421	SEMA6A	ENST00000343348	131268
chr5	118985547	118991547	-	ENSG00000169570	DTWD2	ENST00000510708	152473
chr5	119068087	119074087	+	ENSG00000172869	DMXL1	ENST00000539542	178040
chr5	119265692	119271692	+	ENSG00000145779	TNFAIP8	ENST00000274456	124702
chr5	119449516	119455516	+	ENSG00000133835	HSD17B4	ENST00000515235	184683
chr5	119626559	119632559	+	ENSG00000164334	FAM170A	ENST00000379555	6263
chr5	120461300	120467300	+	ENSG00000184838	PRR16	ENST00000407149	223014
chr5	121848882	121854882	+	ENSG00000181867	FTMT	ENST00000321339	951
chr5	121958975	121964975	+	ENSG00000151304	SRFBP1	ENST00000339397	66658
chr5	122075259	122081259	-	ENSG00000113083	LOX	ENST00000231004	15064
chr5	122126546	122132546	+	ENSG00000164185	ZNF474	ENST00000296600	24023
chr5	122308691	122314691	+	ENSG00000064692	SNCAIP	ENST00000510658	152263
chr5	122772080	122778080	+	ENSG00000205302	SNX2	ENST00000379516	59463
chr5	122842613	122848613	+	ENSG00000064652	SNX24	ENST00000261369	163592
chr5	123033725	123039725	-	ENSG00000168938	PPIC	ENST00000306442	13475
chr5	123086241	123092241	+	ENSG00000061455	PRDM6	ENST00000407847	105025
chr5	123420592	123426592	-	ENSG00000168944	CEP120	ENST00000306481	78697
chr5	123509099	123515099	+	ENSG00000151292	CSNK1G3	ENST00000345990	104941
chr5	124743639	124749639	-	ENSG00000168916	ZNF608	ENST00000513986	109724
chr5	126357132	126363132	+	ENSG00000155324	GRAMD2B	ENST00000513040	133476
chr5	126592219	126598219	-	ENSG00000164904	ALDH7A1	ENST00000637782	64019
chr5	126597947	126603947	+	ENSG00000164902	PHAX	ENST00000297540	26305
chr5	126628705	126634705	+	ENSG00000196900	TEX43	ENST00000357147	4579
chr5	126773623	126779623	+	ENSG00000113368	LMNB1	ENST00000460265	60391
chr5	127027558	127033558	-	ENSG00000173926	MARCHF3	ENST00000308660	162844
chr5	127070506	127076506	-	ENSG00000164241	C5orf63	ENST00000535381	28271
chr5	127287796	127293796	+	ENSG00000145794	MEGF10	ENST00000503335	170426
chr5	127514640	127520640	+	ENSG00000164244	PRRC1	ENST00000296666	37445
chr5	127646082	127652082	+	ENSG00000205279	CTXN3	ENST00000379445	9548
chr5	127700391	127706391	+	ENSG00000230561	CCDC192	ENST00000514853	238116
chr5	128080766	128086766	+	ENSG00000064651	SLC12A2	ENST00000262461	105911
chr5	128535013	128541013	+	ENSG00000113396	SLC27A6	ENST00000508645	477931
chr5	128656185	128662185	-	ENSG00000138829	FBN2	ENST00000508053	401148
chr5	129091749	129097749	+	ENSG00000066583	ISOC1	ENST00000173527	19279
chr5	129457298	129463298	+	ENSG00000145808	ADAMTS19	ENST00000274487	278385
chr5	129745094	129751094	+	ENSG00000186367	MINAR2	ENST00000564719	18638
chr5	129901465	129907465	+	ENSG00000198108	CHSY3	ENST00000305031	282169
chr5	131167944	131173944	+	ENSG00000186687	LYRM7	ENST00000379380	34484
chr5	131221468	131227468	-	ENSG00000169567	HINT1	ENST00000506207	64994
chr5	131261009	131267009	+	ENSG00000158985	CDC42SE2	ENST00000395246	130678
chr5	131632229	131638229	-	ENSG00000158987	RAPGEF6	ENST00000509018	211308
chr5	131794017	131800017	-	ENSG00000217128	FNIP1	ENST00000510461	155303
chr5	131942698	131948698	-	ENSG00000239642	MEIKIN	ENST00000616644	138705
chr5	132008914	132014914	-	ENSG00000164398	ACSL6	ENST00000357096	61938
chr5	132057655	132063655	+	ENSG00000164399	IL3	ENST00000296870	2549
chr5	132070789	132076789	+	ENSG00000164400	CSF2	ENST00000296871	2381
chr5	132254696	132260696	+	ENSG00000131435	PDLIM4	ENST00000253754	15758
chr5	132291394	132297394	+	ENSG00000197208	SLC22A4	ENST00000200652	49796
chr5	132292271	132298271	-	ENSG00000072682	P4HA2	ENST00000431054	84890
chr5	132366710	132372710	+	ENSG00000197375	SLC22A5	ENST00000245407	25902
chr5	132487773	132493773	-	ENSG00000125347	IRF1	ENST00000679921	50333
chr5	132553838	132559838	-	ENSG00000113525	IL5	ENST00000450655	14772
chr5	132553977	132559977	+	ENSG00000113522	RAD50	ENST00000378823	89372
chr5	132653263	132659263	+	ENSG00000169194	IL13	ENST00000468334	4287
chr5	132670986	132676986	+	ENSG00000113520	IL4	ENST00000622422	8690
chr5	132734638	132740638	-	ENSG00000131437	KIF3A	ENST00000378746	45010
chr5	132744426	132750426	+	ENSG00000205089	CCNI2	ENST00000378731	6977
chr5	132804241	132810241	-	ENSG00000164402	SEPTIN8	ENST00000371493	43417
chr5	132810302	132816302	+	ENSG00000198944	SOWAHA	ENST00000378693	3484
chr5	132827647	132833647	-	ENSG00000164403	SHROOM1	ENST00000378679	8506
chr5	132863642	132869642	+	ENSG00000164405	UQCRQ	ENST00000378670	2205
chr5	132863884	132869884	-	ENSG00000164404	GDF9	ENST00000624492	5703
chr5	132870668	132876668	+	ENSG00000164406	LEAP2	ENST00000296877	1378
chr5	132960634	132966634	-	ENSG00000072364	AFF4	ENST00000265343	88239
chr5	133023604	133029604	-	ENSG00000155329	ZCCHC10	ENST00000324170	29619
chr5	133049013	133055013	+	ENSG00000170606	HSPA4	ENST00000304858	54436
chr5	133609541	133615541	-	ENSG00000053108	FSTL4	ENST00000265342	416086
chr5	133965625	133971625	-	ENSG00000113583	C5orf15	ENST00000231512	13115
chr5	134001975	134007975	-	ENSG00000213585	VDAC1	ENST00000265333	33104
chr5	134111681	134117681	+	ENSG00000081059	TCF7	ENST00000342854	33529
chr5	134173950	134179950	-	ENSG00000113558	SKP1	ENST00000353411	28015
chr5	134223073	134229073	-	ENSG00000113575	PPP2CA	ENST00000481195	31741
chr5	134368042	134374042	-	ENSG00000006837	CDKL3	ENST00000520693	84692
chr5	134368569	134374569	+	ENSG00000119048	UBE2B	ENST00000265339	20539
chr5	134408881	134414881	-	ENSG00000237190	CDKN2AIPNL	ENST00000458198	9816
chr5	134522670	134528670	+	ENSG00000043143	JADE2	ENST00000681547	57557
chr5	134645785	134651785	+	ENSG00000113615	SEC24A	ENST00000398844	79124
chr5	134646271	134652271	-	ENSG00000152700	SAR1B	ENST00000507419	42842
chr5	134735548	134741548	+	ENSG00000164615	CAMLG	ENST00000297156	13609
chr5	134755779	134761779	+	ENSG00000145833	DDX46	ENST00000452510	72342
chr5	134842968	134848968	+	ENSG00000181904	C5orf24	ENST00000394976	13767
chr5	134871371	134877371	+	ENSG00000113621	TXNDC15	ENST00000358387	27264
chr5	134902173	134908173	+	ENSG00000132570	PCBD2	ENST00000504352	102786
chr5	134964907	134970907	+	ENSG00000152705	CATSPER3	ENST00000282611	43789
chr5	135031228	135037228	-	ENSG00000069011	PITX1	ENST00000265340	6494
chr5	135396887	135402887	-	ENSG00000113648	MACROH2A1	ENST00000304332	65504
chr5	135444348	135450348	-	ENSG00000251380	DCANP1	ENST00000503143	3134
chr5	135449351	135455351	-	ENSG00000255833	TIFAB	ENST00000537858	8125
chr5	135532964	135538964	-	ENSG00000181965	NEUROG1	ENST00000314744	1682
chr5	135576202	135582202	+	ENSG00000145832	SLC25A48	ENST00000646290	310568
chr5	135576279	135582279	-	ENSG00000145824	CXCL14	ENST00000337225	8596
chr5	135892841	135898841	-	ENSG00000145839	IL9	ENST00000274520	3595
chr5	135951962	135957962	-	ENSG00000145826	LECT2	ENST00000522943	32683
chr5	136025988	136031988	+	ENSG00000120708	TGFBI	ENST00000442011	34830
chr5	136129845	136135845	+	ENSG00000113658	SMAD5	ENST00000545279	49888
chr5	136190162	136196162	-	ENSG00000271824	SMIM32	ENST00000607574	1694
chr5	136362545	136368545	-	ENSG00000069018	TRPC7	ENST00000513104	152800
chr5	137496326	137502326	-	ENSG00000152377	SPOCK1	ENST00000394945	524028
chr5	137733089	137739089	-	ENSG00000146021	KLHL3	ENST00000309755	118589
chr5	137751363	137757363	-	ENSG00000177733	HNRNPA0	ENST00000314940	8712
chr5	137864860	137870860	+	ENSG00000120729	MYOT	ENST00000239926	19991
chr5	137886457	137892457	+	ENSG00000078795	PKD2L2	ENST00000508883	53290
chr5	138030079	138036079	-	ENSG00000031003	FAM13B	ENST00000689681	95119
chr5	138080990	138086990	+	ENSG00000061492	WNT8A	ENST00000361560	8375
chr5	138136428	138142428	-	ENSG00000112981	NME5	ENST00000265191	24253
chr5	138175630	138181630	-	ENSG00000112983	BRD8	ENST00000254900	38860
chr5	138176112	138182112	+	ENSG00000112984	KIF20A	ENST00000394894	8611
chr5	138210323	138216323	-	ENSG00000094880	CDC23	ENST00000394886	25673
chr5	138271621	138277621	-	ENSG00000146013	GFRA3	ENST00000274721	22241
chr5	138328935	138334935	+	ENSG00000120709	FAM53C	ENST00000512180	13123
chr5	138335355	138341355	-	ENSG00000158402	CDC25C	ENST00000513970	52775
chr5	138349685	138355685	+	ENSG00000120733	KDM3B	ENST00000314358	84342
chr5	138436057	138442057	+	ENSG00000132563	REEP2	ENST00000378339	7908
chr5	138462479	138468479	+	ENSG00000120738	EGR1	ENST00000239938	3824
chr5	138540236	138546236	-	ENSG00000120705	ETF1	ENST00000360541	37141
chr5	138572431	138578431	-	ENSG00000113013	HSPA9	ENST00000677693	21675
chr5	138607978	138613978	+	ENSG00000044115	CTNNA1	ENST00000522227	199127
chr5	138872335	138878335	-	ENSG00000146006	LRRTM2	ENST00000274711	6414
chr5	139195368	139201368	-	ENSG00000120725	SIL1	ENST00000394817	251644
chr5	139271104	139277104	+	ENSG00000280987	MATR3	ENST00000394800	57567
chr5	139338854	139344854	+	ENSG00000120727	PAIP2	ENST00000265192	27863
chr5	139380297	139386297	-	ENSG00000170482	SLC23A1	ENST00000348729	16101
chr5	139387081	139393081	-	ENSG00000170476	MZB1	ENST00000503481	2601
chr5	139392104	139398104	-	ENSG00000228672	PROB1	ENST00000434752	4512
chr5	139401088	139407088	-	ENSG00000170469	SPATA24	ENST00000302091	7525
chr5	139436525	139442525	-	ENSG00000170464	DNAJC18	ENST00000302060	29322
chr5	139459743	139465743	-	ENSG00000249751	ECSCR	ENST00000618155	14183
chr5	139468004	139474004	+	ENSG00000283288	SMIM33	ENST00000637503	2696
chr5	139479758	139485758	-	ENSG00000184584	STING1	ENST00000330794	7225
chr5	139523431	139529431	+	ENSG00000131508	UBE2D2	ENST00000511725	100424
chr5	139645349	139651349	+	ENSG00000171604	CXXC5	ENST00000302517	35533
chr5	139792808	139798808	+	ENSG00000146005	PSD2	ENST00000274710	48658
chr5	140040299	140046299	-	ENSG00000158458	NRG2	ENST00000541337	196520
chr5	140111109	140117109	+	ENSG00000185129	PURA	ENST00000331327	11510
chr5	140122937	140128937	+	ENSG00000182700	IGIP	ENST00000333305	3455
chr5	140172188	140178188	+	ENSG00000120306	CYSTM1	ENST00000509789	106864
chr5	140300101	140306101	-	ENSG00000113068	PFDN1	ENST00000261813	58066
chr5	140343603	140349603	-	ENSG00000113070	HBEGF	ENST00000230990	13760
chr5	140357194	140363194	+	ENSG00000113073	SLC4A9	ENST00000506757	14947
chr5	140398833	140404833	+	ENSG00000131503	ANKHD1	ENST00000360839	138016
chr5	140398908	140404908	+	ENSG00000254996	ANKHD1-EIF4EBP3	ENST00000532219	147661
chr5	140544662	140550662	+	ENSG00000243056	EIF4EBP3	ENST00000310331	1914
chr5	140548128	140554128	-	ENSG00000213523	SRA1	ENST00000602657	13788
chr5	140561604	140567604	-	ENSG00000113108	APBB3	ENST00000358580	6335
chr5	140561828	140567828	+	ENSG00000176087	SLC35A4	ENST00000323146	4272
chr5	140630701	140636701	-	ENSG00000170458	CD14	ENST00000401743	1973
chr5	140636451	140642451	+	ENSG00000113119	TMCO6	ENST00000394671	5953
chr5	140644314	140650314	-	ENSG00000131495	NDUFA2	ENST00000510680	8574
chr5	140644829	140650829	+	ENSG00000113141	IK	ENST00000417647	14651
chr5	140661868	140667868	+	ENSG00000120314	WDR55	ENST00000506393	7476
chr5	140670576	140676576	-	ENSG00000256453	DND1	ENST00000542735	2782
chr5	140688455	140694455	+	ENSG00000112855	HARS2	ENST00000230771	7850
chr5	140688537	140694537	-	ENSG00000170445	HARS1	ENST00000431330	18502
chr5	140697447	140703447	+	ENSG00000146007	ZMAT2	ENST00000274712	6239
chr5	140783140	140789140	+	ENSG00000204970	PCDHA1	ENST00000504120	226207
chr5	140791852	140797852	+	ENSG00000204969	PCDHA2	ENST00000526136	217495
chr5	140798057	140804057	+	ENSG00000255408	PCDHA3	ENST00000522353	211290
chr5	140804068	140810068	+	ENSG00000204967	PCDHA4	ENST00000530339	205279
chr5	140818613	140824613	+	ENSG00000204965	PCDHA5	ENST00000529859	190734
chr5	140824960	140830960	+	ENSG00000081842	PCDHA6	ENST00000529310	184387
chr5	140831269	140837269	+	ENSG00000204963	PCDHA7	ENST00000525929	178078
chr5	140838187	140844187	+	ENSG00000204962	PCDHA8	ENST00000531613	171160
chr5	140845382	140851382	+	ENSG00000204961	PCDHA9	ENST00000532602	163965
chr5	140852897	140858897	+	ENSG00000250120	PCDHA10	ENST00000307360	156450
chr5	140865957	140871957	+	ENSG00000249158	PCDHA11	ENST00000398640	143390
chr5	140872308	140878308	+	ENSG00000251664	PCDHA12	ENST00000398631	137039
chr5	140879124	140885124	+	ENSG00000239389	PCDHA13	ENST00000289272	130223
chr5	140923299	140929299	+	ENSG00000248383	PCDHAC1	ENST00000253807	86048
chr5	140963476	140969476	+	ENSG00000243232	PCDHAC2	ENST00000289269	45871
chr5	141048374	141054374	+	ENSG00000171815	PCDHB1	ENST00000306549	7972
chr5	141091615	141097615	+	ENSG00000112852	PCDHB2	ENST00000194155	4088
chr5	141097473	141103473	+	ENSG00000113205	PCDHB3	ENST00000231130	3354
chr5	141118818	141124818	+	ENSG00000081818	PCDHB4	ENST00000194152	3805
chr5	141132206	141138206	+	ENSG00000113209	PCDHB5	ENST00000231134	3409
chr5	141147057	141153057	+	ENSG00000113211	PCDHB6	ENST00000231136	3230
chr5	141169644	141175644	+	ENSG00000113212	PCDHB7	ENST00000231137	3739
chr5	141174790	141180790	+	ENSG00000120322	PCDHB8	ENST00000239444	2749
chr5	141179387	141185387	+	ENSG00000272674	PCDHB16	ENST00000609684	3839
chr5	141184161	141190161	+	ENSG00000177839	PCDHB9	ENST00000316105	4380
chr5	141189353	141195353	+	ENSG00000120324	PCDHB10	ENST00000239446	3294
chr5	141196627	141202627	+	ENSG00000197479	PCDHB11	ENST00000354757	4152
chr5	141205719	141211719	+	ENSG00000120328	PCDHB12	ENST00000239450	3852
chr5	141210919	141216919	+	ENSG00000187372	PCDHB13	ENST00000341948	5060
chr5	141220343	141226343	+	ENSG00000120327	PCDHB14	ENST00000239449	4416
chr5	141242395	141248395	+	ENSG00000113248	PCDHB15	ENST00000231173	3970
chr5	141301049	141307049	-	ENSG00000120329	SLC25A2	ENST00000239451	1414
chr5	141317592	141323592	-	ENSG00000178913	TAF7	ENST00000686518	60708
chr5	141327514	141333514	+	ENSG00000204956	PCDHGA1	ENST00000517417	182461
chr5	141335760	141341760	+	ENSG00000081853	PCDHGA2	ENST00000394576	174215
chr5	141340829	141346829	+	ENSG00000254245	PCDHGA3	ENST00000253812	169146
