Chr	Start	End	Strand	Gene_ID	Gene_Name	Transcript_ID	Transcript_Length
chr6	109459594	109465594	-	ENSG00000112365	ZBTB24	ENST00000230122	20625
chr6	109489855	109495855	-	ENSG00000155085	AK9	ENST00000424296	198347
chr6	109875098	109881098	+	ENSG00000112367	FIG4	ENST00000675772	186802
chr6	109977718	109983718	+	ENSG00000146360	GPR6	ENST00000414000	2462
chr6	110096819	110102819	-	ENSG00000112290	WASF1	ENST00000359451	80185
chr6	110240940	110246940	-	ENSG00000053328	METTL24	ENST00000338882	114409
chr6	110251275	110257275	+	ENSG00000168438	CDC40	ENST00000368930	73854
chr6	110388771	110394771	-	ENSG00000203797	DDO	ENST00000368923	23791
chr6	110421687	110427687	-	ENSG00000004809	SLC22A16	ENST00000368919	51926
chr6	110606978	110612978	-	ENSG00000155111	CDK19	ENST00000323817	205659
chr6	110895879	110901879	+	ENSG00000123505	AMD1	ENST00000672937	24094
chr6	110964872	110970872	+	ENSG00000155115	GTF3C6	ENST00000329970	9166
chr6	111025263	111031263	+	ENSG00000197498	RPF2	ENST00000441448	46225
chr6	111228194	111234194	+	ENSG00000112394	SLC16A10	ENST00000368851	143691
chr6	111296031	111302031	-	ENSG00000009413	REV3L	ENST00000422377	184684
chr6	111442354	111448354	+	ENSG00000173214	MFSD4B	ENST00000673446	177695
chr6	111552381	111558381	-	ENSG00000056972	TRAF3IP2	ENST00000368761	50497
chr6	111657332	111663332	-	ENSG00000010810	FYN	ENST00000354650	213120
chr6	112066686	112072686	+	ENSG00000112761	CCN6	ENST00000454589	15611
chr6	112067663	112073663	-	ENSG00000074935	TUBE1	ENST00000368662	16819
chr6	112099790	112105790	+	ENSG00000203778	FAM229B	ENST00000368656	15199
chr6	112104931	112110931	-	ENSG00000112769	LAMA4	ENST00000230538	146636
chr6	112348294	112354294	+	ENSG00000251258	RFPL4B	ENST00000441065	3964
chr6	113860475	113866475	+	ENSG00000277443	MARCKS	ENST00000612661	6130
chr6	113953629	113959629	-	ENSG00000196591	HDAC2	ENST00000522371	54679
chr6	114052596	114058596	-	ENSG00000249853	HS3ST5	ENST00000312719	287427
chr6	115928149	115934149	-	ENSG00000111816	FRK	ENST00000606080	129742
chr6	116122339	116128339	-	ENSG00000123500	COL10A1	ENST00000418500	33408
chr6	116246497	116252497	+	ENSG00000178425	NT5DC1	ENST00000319550	148644
chr6	116246964	116252964	-	ENSG00000187189	TSPYL4	ENST00000420283	4111
chr6	116264760	116270760	-	ENSG00000189241	TSPYL1	ENST00000652202	12127
chr6	116432765	116438765	+	ENSG00000111817	DSE	ENST00000647244	181588
chr6	116460768	116466768	+	ENSG00000188820	CALHM6	ENST00000368606	2398
chr6	116491989	116497989	-	ENSG00000173626	TRAPPC3L	ENST00000368602	50695
chr6	116521788	116527788	+	ENSG00000178033	CALHM5	ENST00000368599	13149
chr6	116555868	116561868	+	ENSG00000164451	CALHM4	ENST00000368597	29836
chr6	116594675	116600675	+	ENSG00000111832	RWDD1	ENST00000466444	26171
chr6	116629985	116635985	+	ENSG00000111834	RSPH4A	ENST00000229554	16506
chr6	116632618	116638618	-	ENSG00000153975	ZUP1	ENST00000368576	33148
chr6	116738867	116744867	+	ENSG00000196911	KPNA5	ENST00000368564	60656
chr6	116749197	116755197	-	ENSG00000183807	FAM162B	ENST00000368557	13522
chr6	116789085	116795085	-	ENSG00000173612	GPRC6A	ENST00000310357	36998
chr6	116929161	116935161	+	ENSG00000185002	RFX6	ENST00000332958	54919
chr6	117270565	117276565	+	ENSG00000170162	VGLL2	ENST00000352536	8007
chr6	117284353	117290353	-	ENSG00000047936	ROS1	ENST00000368507	138589
chr6	117557272	117563272	-	ENSG00000047932	GOPC	ENST00000535237	42270
chr6	117566858	117572858	+	ENSG00000164465	DCBLD1	ENST00000296955	87201
chr6	117707727	117713727	+	ENSG00000153989	NUS1	ENST00000368494	35258
chr6	118314671	118320671	+	ENSG00000196376	SLC35F1	ENST00000360388	410407
chr6	118457781	118463781	-	ENSG00000111860	CEP85L	ENST00000368488	249294
chr6	118558716	118564716	+	ENSG00000198523	PLN	ENST00000357525	13420
chr6	118810442	118816442	-	ENSG00000111877	MCM9	ENST00000316316	121720
chr6	118906171	118912171	+	ENSG00000111875	ASF1A	ENST00000229595	15019
chr6	118956830	118962830	-	ENSG00000111879	FAM184A	ENST00000352896	189557
chr6	119174205	119180205	-	ENSG00000111885	MAN1A1	ENST00000368468	172556
chr6	121076494	121082494	-	ENSG00000146350	TBC1D32	ENST00000398212	254986
chr6	121446715	121452715	+	ENSG00000152661	GJA1	ENST00000649003	14120
chr6	122430119	122436119	+	ENSG00000025156	HSF2	ENST00000452194	33568
chr6	122440351	122446351	-	ENSG00000111897	SERINC1	ENST00000339697	28456
chr6	122723372	122729372	+	ENSG00000135549	PKIB	ENST00000615438	254455
chr6	122781074	122787074	+	ENSG00000164434	FABP7	ENST00000368444	4358
chr6	122806717	122812717	+	ENSG00000172594	SMPDL3A	ENST00000539041	20668
chr6	123069925	123075925	+	ENSG00000146352	CLVS2	ENST00000275162	76690
chr6	123213339	123219339	-	ENSG00000186439	TRDN	ENST00000334268	420611
chr6	124822640	124828640	+	ENSG00000188580	NKAIN2	ENST00000368417	1021775
chr6	125089633	125095633	+	ENSG00000146373	RNF217	ENST00000521654	130196
chr6	125218928	125224928	-	ENSG00000111906	HDDC2	ENST00000609477	80030
chr6	125245360	125251360	+	ENSG00000111907	TPD52L1	ENST00000534368	129311
chr6	125758269	125764269	+	ENSG00000135547	HEY2	ENST00000368365	13605
chr6	125928111	125934111	+	ENSG00000111912	NCOA7	ENST00000368357	149950
chr6	125977244	125983244	+	ENSG00000111911	HINT3	ENST00000229633	23474
chr6	126200817	126206817	+	ENSG00000066651	TRMT11	ENST00000648977	217310
chr6	126345875	126351875	+	ENSG00000203760	CENPW	ENST00000368328	8760
chr6	127196481	127202481	+	ENSG00000146374	RSPO3	ENST00000356698	80810
chr6	127285567	127291567	+	ENSG00000118518	RNF146	ENST00000356799	21718
chr6	127285712	127291712	-	ENSG00000093144	ECHDC1	ENST00000454859	54897
chr6	127435406	127441406	-	ENSG00000189367	KIAA0408	ENST00000483725	20983
chr6	127469794	127475794	-	ENSG00000214338	SOGA3	ENST00000525778	46397
chr6	127575707	127581707	+	ENSG00000184530	C6orf58	ENST00000498112	59252
chr6	127705072	127711072	-	ENSG00000172673	THEMIS	ENST00000368250	210468
chr6	127965785	127971785	-	ENSG00000152894	PTPRK	ENST00000368226	551814
chr6	129513566	129519566	+	ENSG00000196569	LAMA2	ENST00000421865	633428
chr6	129573132	129579132	-	ENSG00000146376	ARHGAP18	ENST00000368149	134045
chr6	129828322	129834322	-	ENSG00000203756	TMEM244	ENST00000438392	30225
chr6	130138438	130144438	+	ENSG00000198945	L3MBTL3	ENST00000361794	122857
chr6	130141315	130147315	-	ENSG00000164483	SAMD3	ENST00000368134	221110
chr6	130440067	130446067	+	ENSG00000164484	TMEM200A	ENST00000296978	77050
chr6	130834135	130840135	+	ENSG00000256162	SMLR1	ENST00000541421	9729
chr6	130836347	130842347	-	ENSG00000079819	EPB41L2	ENST00000628542	223975
chr6	131280532	131286532	+	ENSG00000118507	AKAP7	ENST00000431975	148065
chr6	131570966	131576966	-	ENSG00000112282	MED23	ENST00000354577	54239
chr6	131581029	131587029	+	ENSG00000118520	ARG1	ENST00000673234	113158
chr6	131696644	131702644	-	ENSG00000180658	OR2A4	ENST00000315453	1757
chr6	131705441	131711441	-	ENSG00000236761	CTAGE9	ENST00000314099	2576
chr6	131744418	131750418	+	ENSG00000154269	ENPP3	ENST00000414305	118957
chr6	131892155	131898155	+	ENSG00000197594	ENPP1	ENST00000647893	87135
chr6	131945176	131951176	-	ENSG00000118523	CCN2	ENST00000367976	3196
chr6	132293055	132299055	-	ENSG00000079931	MOXD1	ENST00000367963	105420
chr6	132442867	132448867	-	ENSG00000079950	STX7	ENST00000367941	67249
chr6	132536336	132542336	+	ENSG00000237110	TAAR9	ENST00000434551	1046
chr6	132550721	132556721	+	ENSG00000146385	TAAR8	ENST00000275200	1028
chr6	132568359	132574359	+	ENSG00000146383	TAAR6	ENST00000275198	1037
chr6	132585592	132591592	-	ENSG00000135569	TAAR5	ENST00000258034	1149
chr6	132614150	132620150	-	ENSG00000146378	TAAR2	ENST00000367931	7125
chr6	132640312	132646312	-	ENSG00000146399	TAAR1	ENST00000275216	15870
chr6	132677849	132683849	-	ENSG00000112299	VNN1	ENST00000367928	33206
chr6	132719787	132725787	-	ENSG00000093134	VNN3	ENST00000673794	14148
chr6	132741196	132747196	-	ENSG00000112303	VNN2	ENST00000525270	19251
chr6	132766383	132772383	-	ENSG00000146409	SLC18B1	ENST00000647932	43956
chr6	132814564	132820564	+	ENSG00000112306	RPS12	ENST00000230050	2995
chr6	133529128	133535128	+	ENSG00000112319	EYA4	ENST00000355286	290771
chr6	133892553	133898553	+	ENSG00000118526	TCF21	ENST00000237316	6218
chr6	133984581	133990581	-	ENSG00000146411	SLC2A12	ENST00000275230	65043
chr6	133987432	133993432	+	ENSG00000028839	TBPL1	ENST00000237264	37208
chr6	134166256	134172256	-	ENSG00000118515	SGK1	ENST00000367858	148856
chr6	134914396	134920396	-	ENSG00000118514	ALDH8A1	ENST00000367845	32719
chr6	134999815	135005815	-	ENSG00000112339	HBS1L	ENST00000529882	100241
chr6	135216172	135222172	+	ENSG00000118513	MYB	ENST00000341911	37864
chr6	135280407	135286407	-	ENSG00000135541	AHI1	ENST00000681022	215027
chr6	136192574	136198574	+	ENSG00000171408	PDE7B	ENST00000308191	343873
chr6	136228024	136234024	-	ENSG00000146410	MTFR2	ENST00000451457	19300
chr6	136253627	136259627	-	ENSG00000029363	BCLAF1	ENST00000640069	33220
chr6	136339281	136345281	-	ENSG00000135525	MAP7	ENST00000616617	208538
chr6	136554046	136560046	-	ENSG00000197442	MAP3K5	ENST00000359015	235431
chr6	136910934	136916934	+	ENSG00000112357	PEX7	ENST00000318471	91342
chr6	136922660	136928660	+	ENSG00000182747	SLC35D3	ENST00000331858	3359
chr6	136996971	137002971	-	ENSG00000016402	IL20RA	ENST00000367748	45209
chr6	137140820	137146820	-	ENSG00000164485	IL22RA2	ENST00000349184	29828
chr6	137194485	137200485	-	ENSG00000027697	IFNGR1	ENST00000367739	21900
chr6	137489199	137495199	-	ENSG00000177468	OLIG3	ENST00000367734	2195
chr6	137880312	137886312	+	ENSG00000118503	TNFAIP3	ENST00000612899	16053
chr6	138085505	138091505	-	ENSG00000112378	PERP	ENST00000421351	18914
chr6	138212986	138218986	-	ENSG00000254440	PBOV1	ENST00000527246	2505
chr6	138341663	138347663	+	ENSG00000112379	ARFGEF3	ENST00000251691	182724
chr6	138380486	138386486	+	ENSG00000262543	SMIM28	ENST00000573100	5581
chr6	138419197	138425197	+	ENSG00000051620	HEBP2	ENST00000607197	17974
chr6	138444065	138450065	-	ENSG00000135540	NHSL1	ENST00000491526	245506
chr6	138790319	138796319	+	ENSG00000024862	CCDC28A	ENST00000617445	19550
chr6	138900493	138906493	-	ENSG00000135597	REPS1	ENST00000450536	84760
chr6	138901070	138907070	+	ENSG00000203734	ECT2L	ENST00000541398	107983
chr6	139040302	139046302	+	ENSG00000146386	ABRACL	ENST00000367660	14557
chr6	139177802	139183802	+	ENSG00000112406	HECA	ENST00000367658	45722
chr6	139237061	139243061	-	ENSG00000164440	TXLNB	ENST00000358430	51937
chr6	139368807	139374807	-	ENSG00000164442	CITED2	ENST00000367651	2841
chr6	142071484	142077484	-	ENSG00000135577	NMBR	ENST00000258042	72638
chr6	142132151	142138151	+	ENSG00000203733	GJE1	ENST00000450456	2061
chr6	142221685	142227685	+	ENSG00000009844	VTA1	ENST00000367630	77422
chr6	142443266	142449266	+	ENSG00000112414	ADGRG6	ENST00000230173	144412
chr6	142748478	142754478	-	ENSG00000010818	HIVEP2	ENST00000367604	194887
chr6	143338058	143344058	+	ENSG00000146416	AIG1	ENST00000357847	280169
chr6	143419832	143425832	-	ENSG00000189007	ADAT2	ENST00000237283	27863
chr6	143487616	143493616	+	ENSG00000034693	PEX3	ENST00000367591	39811
chr6	143491812	143497812	-	ENSG00000001036	FUCA2	ENST00000002165	16908
chr6	143821164	143827164	+	ENSG00000112419	PHACTR2	ENST00000367584	287319
chr6	143860812	143866812	+	ENSG00000135521	LTV1	ENST00000367576	20474
chr6	143935343	143941343	+	ENSG00000118491	ZC2HC1B	ENST00000237275	73869
chr6	143937302	143943302	-	ENSG00000118495	PLAGL1	ENST00000437412	124297
chr6	144091884	144097884	-	ENSG00000169976	SF3B5	ENST00000367569	689
chr6	144188939	144194939	+	ENSG00000135604	STX11	ENST00000367568	41422
chr6	144850034	144856034	+	ENSG00000152818	UTRN	ENST00000367545	567699
chr6	145379535	145385535	-	ENSG00000112425	EPM2A	ENST00000638717	352746
chr6	145790502	145796502	-	ENSG00000118496	FBXO30	ENST00000237281	21293
chr6	145881807	145887807	-	ENSG00000146414	SHPRH	ENST00000367505	79582
chr6	146434598	146440598	+	ENSG00000152822	GRM1	ENST00000361719	409816
chr6	146551953	146557953	+	ENSG00000118508	RAB32	ENST00000367495	11120
chr6	146812462	146818462	+	ENSG00000118492	ADGB	ENST00000397944	216490
chr6	147387473	147393473	+	ENSG00000164506	STXBP5	ENST00000321680	186056
chr6	147734547	147740547	+	ENSG00000203727	SAMD5	ENST00000566741	228321
chr6	148549044	148555044	+	ENSG00000111961	SASH1	ENST00000367467	209206
chr6	149073990	149079990	+	ENSG00000111962	UST	ENST00000367463	329960
chr6	149375529	149381529	+	ENSG00000055208	TAB2	ENST00000606202	159888
chr6	149398278	149404278	+	ENSG00000177688	SUMO4	ENST00000326669	1016
chr6	149443795	149449795	-	ENSG00000178199	ZC3H12D	ENST00000409806	38219
chr6	149501495	149507495	-	ENSG00000131013	PPIL4	ENST00000253329	41548
chr6	149588748	149594748	+	ENSG00000055211	GINM1	ENST00000650599	25454
chr6	149591873	149597873	-	ENSG00000186625	KATNA1	ENST00000335643	53862
chr6	149655153	149661153	-	ENSG00000131023	LATS1	ENST00000543571	59948
chr6	149721315	149727315	-	ENSG00000120253	NUP43	ENST00000340413	22214
chr6	149808420	149814420	+	ENSG00000120265	PCMT1	ENST00000367384	61977
chr6	149815757	149821757	-	ENSG00000120256	LRP11	ENST00000239367	45602
chr6	149880179	149886179	-	ENSG00000164520	RAET1E	ENST00000357183	14934
chr6	149913878	149919878	-	ENSG00000203722	RAET1G	ENST00000367360	6243
chr6	149946235	149952235	+	ENSG00000131015	ULBP2	ENST00000367351	7221
chr6	149970715	149976715	+	ENSG00000111981	ULBP1	ENST00000229708	9772
chr6	150015334	150021334	-	ENSG00000155918	RAET1L	ENST00000367341	7198
chr6	150058053	150064053	-	ENSG00000131019	ULBP3	ENST00000367339	8068
chr6	150247392	150253392	+	ENSG00000198729	PPP1R14C	ENST00000361131	107348
chr6	150402969	150408969	+	ENSG00000009765	IYD	ENST00000344419	36957
chr6	150840350	150846350	+	ENSG00000120278	PLEKHG1	ENST00000644968	159738
chr6	151098885	151104885	+	ENSG00000120254	MTHFD1L	ENST00000611279	236206
chr6	151355559	151361559	+	ENSG00000131016	AKAP12	ENST00000402676	118592
chr6	151361115	151367115	-	ENSG00000181472	ZBTB2	ENST00000325144	27444
chr6	151395898	151401898	-	ENSG00000155906	RMND1	ENST00000682641	53248
chr6	151467097	151473097	+	ENSG00000146476	ARMT1	ENST00000545879	17839
chr6	151618193	151624193	+	ENSG00000120262	CCDC170	ENST00000239374	127176
chr6	152100274	152106274	+	ENSG00000091831	ESR1	ENST00000440973	412778
chr6	152118687	152124687	-	ENSG00000131018	SYNE1	ENST00000367255	515675
chr6	152721569	152727569	+	ENSG00000120279	MYCT1	ENST00000367245	26672
chr6	152756765	152762765	+	ENSG00000146469	VIP	ENST00000367243	8967
chr6	152967529	152973529	-	ENSG00000112029	FBXO5	ENST00000367241	13050
chr6	152984362	152990362	-	ENSG00000112031	MTRF1L	ENST00000367233	15347
chr6	153001459	153007459	-	ENSG00000091844	RGS17	ENST00000206262	126823
chr6	154151496	154157496	-	ENSG00000074706	IPCEF1	ENST00000367220	202307
chr6	154243860	154249860	+	ENSG00000112038	OPRM1	ENST00000524150	207381
chr6	154384515	154390515	-	ENSG00000153721	CNKSR3	ENST00000607772	123170
chr6	154831244	154837244	+	ENSG00000213079	SCAF8	ENST00000367186	100866
chr6	155253134	155259134	-	ENSG00000029639	TFB1M	ENST00000367166	58350
chr6	155254723	155260723	+	ENSG00000146426	TIAM2	ENST00000461783	425026
chr6	155273548	155279548	+	ENSG00000171217	CLDN20	ENST00000367165	12535
chr6	155392368	155398368	-	ENSG00000074771	NOX3	ENST00000159060	60471
chr6	157207779	157213779	+	ENSG00000049618	ARID1B	ENST00000346085	434759
chr6	157286025	157292025	-	ENSG00000215712	TMEM242	ENST00000400788	34494
chr6	157675157	157681157	+	ENSG00000175048	ZDHHC14	ENST00000359775	296967
chr6	157872149	157878149	+	ENSG00000130340	SNX9	ENST00000614703	174762
chr6	158096176	158102176	+	ENSG00000078269	SYNJ2	ENST00000355585	117313
chr6	158106519	158112519	-	ENSG00000122335	SERAC1	ENST00000647468	58743
chr6	158196344	158202344	+	ENSG00000272047	GTF2H5	ENST00000607778	30994
chr6	158508828	158514828	+	ENSG00000130338	TULP4	ENST00000367097	199363
chr6	158632428	158638428	+	ENSG00000146433	TMEM181	ENST00000367090	98992
chr6	158633474	158639474	-	ENSG00000146425	DYNLT1	ENST00000367089	8269
chr6	158761876	158767876	+	ENSG00000164674	SYTL3	ENST00000367081	114862
chr6	158762748	158768748	-	ENSG00000092820	EZR	ENST00000367075	53620
chr6	158969871	158975871	-	ENSG00000130363	RSPH3	ENST00000367069	27331
chr6	159031468	159037468	-	ENSG00000164691	TAGAP	ENST00000326965	10684
chr6	159269108	159275108	+	ENSG00000164694	FNDC1	ENST00000297267	102708
chr6	159676119	159682119	-	ENSG00000112096	SOD2	ENST00000546087	83410
chr6	159753319	159759319	+	ENSG00000146457	WTAP	ENST00000358372	30734
chr6	159775498	159781498	-	ENSG00000120438	TCP1	ENST00000321394	11104
chr6	159776112	159782112	+	ENSG00000120437	ACAT2	ENST00000367048	17067
chr6	159795313	159801313	+	ENSG00000112110	MRPL18	ENST00000476826	8501
chr6	159817703	159823703	+	ENSG00000146453	PNLDC1	ENST00000610273	20454
chr6	159914447	159920447	+	ENSG00000130368	MAS1	ENST00000674077	26459
chr6	160108504	160114504	+	ENSG00000197081	IGF2R	ENST00000676781	142422
chr6	160155718	160161718	+	ENSG00000175003	SLC22A1	ENST00000366963	36903
chr6	160168061	160174061	-	ENSG00000112499	SLC22A2	ENST00000486916	74480
chr6	160449577	160455577	+	ENSG00000146477	SLC22A3	ENST00000275300	104199
chr6	160528482	160534482	-	ENSG00000198670	LPA	ENST00000316300	132793
chr6	160751097	160757097	+	ENSG00000122194	PLG	ENST00000308192	51853
chr6	161114385	161120385	+	ENSG00000085511	MAP3K4	ENST00000366919	125658
chr6	161126967	161132967	-	ENSG00000026652	AGPAT4	ENST00000320285	144094
chr6	161344417	161350417	-	ENSG00000185345	PRKN	ENST00000366898	1380349
chr6	163312492	163318492	+	ENSG00000112530	PACRG	ENST00000366889	588360
chr6	163575592	163581592	+	ENSG00000112531	QKI	ENST00000361752	163874
chr6	165276664	165282664	-	ENSG00000112539	C6orf118	ENST00000230301	29941
chr6	165324314	165330314	-	ENSG00000112541	PDE10A	ENST00000678161	660719
chr6	166154656	166160656	-	ENSG00000164458	TBXT	ENST00000366871	11044
chr6	166302300	166308300	-	ENSG00000176381	PRR18	ENST00000322583	3092
chr6	166316728	166322728	-	ENSG00000198818	SFT2D1	ENST00000361731	22817
chr6	166361919	166367919	-	ENSG00000060762	MPC1	ENST00000341756	18094
chr6	166406388	166412388	-	ENSG00000071242	RPS6KA2	ENST00000510118	453123
chr6	166582604	166588604	-	ENSG00000235272	RAMACL	ENST00000444122	1990
chr6	166919113	166925113	-	ENSG00000026297	RNASET2	ENST00000508775	34437
chr6	167091789	167097789	+	ENSG00000213066	CEP43	ENST00000646989	54490
chr6	167136141	167142141	+	ENSG00000112486	CCR6	ENST00000400926	27334
chr6	167152247	167158247	-	ENSG00000120436	GPR31	ENST00000366834	2733
chr6	167193913	167199913	+	ENSG00000166984	TCP10L2	ENST00000283507	26265
chr6	167293196	167299196	+	ENSG00000112494	UNC93A	ENST00000503433	25027
chr6	167356503	167362503	+	ENSG00000120440	TTLL2	ENST00000515138	34405
chr6	167969023	167975023	+	ENSG00000130396	AFDN	ENST00000683244	145112
chr6	168042091	168048091	+	ENSG00000125337	KIF25	ENST00000643607	47420
chr6	168050166	168056166	-	ENSG00000153303	FRMD1	ENST00000644440	48345
chr6	168289830	168295830	-	ENSG00000164488	DACT2	ENST00000366796	26924
chr6	168664994	168670994	+	ENSG00000112562	SMOC2	ENST00000354536	226843
chr6	169212780	169218780	-	ENSG00000186340	THBS2	ENST00000366787	38264
chr6	169454212	169460212	-	ENSG00000184465	WDR27	ENST00000448612	244817
chr6	169700908	169706908	-	ENSG00000130024	PHF10	ENST00000621772	21658
chr6	169701856	169707856	+	ENSG00000185127	C6orf120	ENST00000332290	2666
chr6	169737109	169743109	-	ENSG00000184786	DYNLT2	ENST00000366774	11463
chr6	169778600	169784600	+	ENSG00000130023	ERMARD	ENST00000366773	29978
chr6	170286701	170292701	-	ENSG00000198719	DLL1	ENST00000630500	16864
chr6	170402348	170408348	+	ENSG00000112584	FAM120B	ENST00000630384	114645
chr6	170532120	170538120	-	ENSG00000008018	PSMB1	ENST00000262193	18187
chr6	170569869	170575869	+	ENSG00000112592	TBP	ENST00000540980	18536
chr6	170572295	170578295	-	ENSG00000071994	PDCD2	ENST00000541970	9342
chr7	257772	263772	+	ENSG00000177706	FAM20C	ENST00000313766	68201
chr7	291422	297422	+	ENSG00000248767	FOXL3	ENST00000510017	3078
chr7	494258	500258	-	ENSG00000197461	PDGFA	ENST00000402802	22151
chr7	546198	552198	-	ENSG00000188191	PRKAR1B	ENST00000537384	178083
chr7	783475	789475	+	ENSG00000164818	DNAAF5	ENST00000297440	59776
chr7	871920	877920	+	ENSG00000164828	SUN1	ENST00000452783	58305
chr7	893436	899436	+	ENSG00000239857	GET4	ENST00000265857	19882
chr7	894901	900901	-	ENSG00000105963	ADAP1	ENST00000539900	57506
chr7	895778	901778	-	ENSG00000240230	COX19	ENST00000457254	76771
chr7	986640	992640	+	ENSG00000073067	CYP2W1	ENST00000308919	6459
chr7	993986	999986	-	ENSG00000146540	C7orf50	ENST00000357429	141271
chr7	1056261	1062261	+	ENSG00000164849	GPR146	ENST00000444847	14715
chr7	1089881	1095881	+	ENSG00000164850	GPER1	ENST00000401670	10673
chr7	1149071	1155071	-	ENSG00000178381	ZFAND2A	ENST00000401903	8107
chr7	1234326	1240326	+	ENSG00000164853	UNCX	ENST00000316333	4454
chr7	1425619	1431619	-	ENSG00000164877	MICALL2	ENST00000472100	30746
chr7	1467277	1473277	-	ENSG00000164880	INTS1	ENST00000404767	34112
chr7	1539235	1545235	-	ENSG00000164855	TMEM184A	ENST00000297477	13970
chr7	1540043	1546043	+	ENSG00000198517	MAFK	ENST00000343242	12341
chr7	1564613	1570613	-	ENSG00000157778	PSMG3	ENST00000252329	3392
chr7	1744946	1750946	+	ENSG00000225968	ELFN1	ENST00000561626	82201
chr7	1812794	1818794	-	ENSG00000002822	MAD1L1	ENST00000406869	417449
chr7	2231195	2237195	-	ENSG00000122687	MRM2	ENST00000242257	8010
chr7	2248145	2254145	+	ENSG00000106268	NUDT1	ENST00000356714	8919
chr7	2261440	2267440	-	ENSG00000106266	SNX8	ENST00000435336	89869
chr7	2377745	2383745	+	ENSG00000106263	EIF3B	ENST00000360876	25918
chr7	2445483	2451483	+	ENSG00000136213	CHST12	ENST00000258711	44895
chr7	2471728	2477728	-	ENSG00000275572	GRIFIN	ENST00000614228	1670
chr7	2525427	2531427	+	ENSG00000106003	LFNG	ENST00000402506	15898
chr7	2534881	2540881	-	ENSG00000106009	BRAT1	ENST00000469750	17813
chr7	2611733	2617733	+	ENSG00000106012	IQCE	ENST00000623361	55761
chr7	2661802	2667802	+	ENSG00000136295	TTYH3	ENST00000258796	32816
chr7	2725105	2731105	-	ENSG00000146535	GNA12	ENST00000275364	116203
chr7	2762125	2768125	+	ENSG00000174945	AMZ1	ENST00000489665	62595
chr7	2903142	2909142	-	ENSG00000198286	CARD11	ENST00000396946	137725
chr7	4266000	4272000	+	ENSG00000146555	SDK1	ENST00000404826	967748
chr7	4768442	4774442	+	ENSG00000164916	FOXK1	ENST00000328914	89147
chr7	4791397	4797397	+	ENSG00000242802	AP5Z1	ENST00000649063	18774
chr7	4794055	4800055	-	ENSG00000157927	RADIL	ENST00000399583	86661
chr7	4854738	4860738	-	ENSG00000218823	PAPOLB	ENST00000404991	4292
chr7	4902989	4908989	-	ENSG00000136297	MMD2	ENST00000404774	53223
chr7	5066487	5072487	+	ENSG00000146587	RBAK	ENST00000396912	23627
chr7	5070221	5076221	+	ENSG00000272968	RBAK-RBAKDN	ENST00000407184	89503
chr7	5230840	5236840	+	ENSG00000157954	WIPI2	ENST00000288828	43607
chr7	5303811	5309811	-	ENSG00000182095	TNRC18	ENST00000430969	117023
chr7	5303912	5309912	+	ENSG00000164638	SLC29A4	ENST00000396872	23969
chr7	5428335	5434335	-	ENSG00000155034	FBXL18	ENST00000415009	82417
chr7	5524152	5530152	-	ENSG00000075624	ACTB	ENST00000675515	36750
chr7	5603655	5609655	+	ENSG00000075618	FSCN1	ENST00000382361	13839
chr7	5617047	5623047	-	ENSG00000011275	RNF216	ENST00000425013	161649
chr7	5883242	5889242	+	ENSG00000122543	OCM	ENST00000416608	6415
chr7	5923146	5929146	-	ENSG00000155026	RSPH10B	ENST00000405415	44537
chr7	5923550	5929550	+	ENSG00000122674	CCZ1	ENST00000325974	27817
chr7	5967925	5973925	-	ENSG00000122512	PMS2	ENST00000265849	38124
chr7	6019247	6025247	-	ENSG00000086232	EIF2AK1	ENST00000199389	36928
chr7	6020834	6026834	+	ENSG00000106305	AIMP2	ENST00000223029	14562
chr7	6033552	6039552	+	ENSG00000157999	ANKRD61	ENST00000409061	5176
chr7	6158564	6164564	+	ENSG00000106346	USP42	ENST00000306177	56615
chr7	6158776	6164776	-	ENSG00000008256	CYTH3	ENST00000396741	110868
chr7	6326411	6332411	-	ENSG00000178397	FAM220A	ENST00000313324	19556
chr7	6400967	6406967	+	ENSG00000136238	RAC1	ENST00000348035	29440
chr7	6406600	6412600	-	ENSG00000164535	DAGLB	ENST00000436575	74590
chr7	6442953	6448953	-	ENSG00000136240	KDELR2	ENST00000463747	38237
chr7	6493778	6499778	-	ENSG00000215045	GRID2IP	ENST00000457091	54683
chr7	6586374	6592374	+	ENSG00000136247	ZDHHC4	ENST00000335965	11920
chr7	6605726	6611726	+	ENSG00000146576	C7orf26	ENST00000344417	18705
chr7	6621290	6627290	+	ENSG00000236609	ZNF853	ENST00000457543	8680
chr7	6655279	6661279	+	ENSG00000205903	ZNF316	ENST00000382252	20961
chr7	6685433	6691433	-	ENSG00000164631	ZNF12	ENST00000405858	18514
chr7	6795765	6801765	+	ENSG00000169402	RSPH10B2	ENST00000404077	44656
chr7	6795941	6801941	-	ENSG00000146574	CCZ1B	ENST00000626257	27829
chr7	7235428	7241428	+	ENSG00000106392	C1GALT1	ENST00000429911	81494
chr7	7354875	7360875	-	ENSG00000215018	COL28A1	ENST00000399429	177998
chr7	7605932	7611932	+	ENSG00000164654	MIOS	ENST00000340080	42048
chr7	7633518	7639518	-	ENSG00000106399	RPA3	ENST00000223129	82089
chr7	7965020	7971020	+	ENSG00000219545	UMAD1	ENST00000482067	327226
