Chr	Start	End	Name	Score	Strand	Length
chr10	23192312	23194245	PTF1A	0	+	1933
chr3	39467198	39529479	MOBP	0	+	62281
chr3	39263495	39281735	CX3CR1	0	-	18240
chr8	49054311	49076093	PPDPFL	0	+	21782
chr14	35534164	35537054	INSM2	0	+	2890
chr16	84218657	84240012	KCNG4	0	-	21355
chr2	238138668	238152947	KLHL30	0	+	14279
chr18	9885766	9889275	TXNDC2	0	+	3509
chr8	22146830	22157084	LGI3	0	-	10254
chr8	22156913	22164479	SFTPC	0	+	7566
chr4	185445182	185471752	CCDC110	0	-	26570
chr2	236165236	236168386	GBX2	0	-	3150
chr1	146017468	146036746	HJV	0	-	19278
chr11	62190216	62193539	SCGB1D1	0	+	3323
chr2	210290150	210315174	MYL1	0	-	25024
chr11	62908679	62921807	CHRM1	0	-	13128
chr8	21690398	21812357	GFRA2	0	-	121959
chr2	208160740	208163589	CRYGA	0	-	2849
chr16	80540734	80550811	DYNLRB2	0	+	10077
chr4	174829668	174978180	ADAM29	0	+	148512
chr8	39584489	39730065	ADAM18	0	+	145576
chr5	37812677	37840041	GDNF	0	-	27364
chr6	30934523	30954221	MUCL3	0	+	19698
chr20	45702038	45708817	WFDC13	0	+	6779
chr2	98087116	98313299	VWA3B	0	+	226183
chr5	36035021	36071358	UGT3A2	0	-	36337
chr16	67289428	67326760	KCTD19	0	-	37332
chr20	45123425	45124465	WFDC12	0	-	1040
chr16	66844414	66854153	CA7	0	+	9739
chrY	6246223	6249019	TSPY2	0	+	2796
chr3	159988835	159996019	IL12A	0	+	7184
chr9	35869463	35870401	OR13J1	0	-	938
chr6	86937528	87016679	HTR1E	0	+	79151
chr5	180988846	181006727	BTNL3	0	+	17881
chr16	75218988	75226338	CTRB1	0	+	7350
chr16	75204103	75207161	CTRB2	0	-	3058
chr11	89797655	89808575	TRIM49	0	-	10920
chr2	227362038	227381995	TM4SF20	0	-	19957
chr11	88504576	89065982	GRM5	0	-	561406
chr2	11658178	11670195	NTSR2	0	-	12017
chr3	167239843	167407874	ZBBX	0	-	168031
chr5	57480018	57482811	ACTBL2	0	-	2793
chr10	27775186	27999079	ODAD2	0	-	223893
chr16	27787528	28063714	GSG1L	0	-	276186
chr5	132656263	132661110	IL13	0	+	4847
chr14	21568520	21580076	OR10G3	0	-	11556
chr1	37611350	37634892	RSPO1	0	-	23542
chr1	247507058	247577690	GCSAML	0	+	70632
chr5	54455699	54456377	HSPB3	0	+	678
chrX	30304206	30309390	NR0B1	0	-	5184
chrX	28587446	29956718	IL1RAPL1	0	+	1369272
chr3	151336843	151384753	P2RY12	0	-	47910
chr22	23762990	23765863	C22orf15	0	+	2873
chr14	21148370	21159060	OR5AU1	0	-	10690
chr16	20359175	20404737	PDILT	0	-	45562
chr16	20333051	20356301	UMOD	0	-	23250
chr16	20309574	20327808	GP2	0	-	18234
chr14	20955487	20956436	RNASE2	0	+	949
chr19	47994632	48025154	ELSPBP1	0	+	30522
chr14	20891385	20892348	RNASE3	0	+	963
chr8	139600838	139704109	KCNK9	0	-	103271
chr14	20014143	20019307	OR4K14	0	-	5164
chr14	19975591	19976565	OR4K15	0	+	974
chr8	38974228	38988663	HTRA4	0	+	14435
chr22	22513736	22520270	ZNF280A	0	-	6534
chrX	135156540	135171398	CT55	0	-	14858
chr22	22244780	22245515	VPREB1	0	+	735
chr4	9781634	9784009	DRD5	0	+	2375
chr16	56651886	56653204	MT1B	0	+	1318
chr3	129060779	129062406	GP9	0	+	1627
chr1	3021467	3022903	ACTRT2	0	+	1436
chrY	23681440	23694579	PRYP3	0	-	13139
chr5	9627347	9712378	TAS2R1	0	-	85031
chrY	22490397	22514637	PRY	0	+	24240
chrY	22168542	22182982	RBMY1F	0	-	14440
chrY	22071756	22096007	PRY2	0	-	24251
chr4	103586031	103719985	TACR3	0	-	133954
chr13	27792483	27794768	GSX1	0	+	2285
chr15	52755053	52791078	ONECUT1	0	-	36025
chr16	31527900	31528803	AHSP	0	+	903
chr12	48965340	48971735	WNT10B	0	-	6395
chr1	1915108	1917296	CALML6	0	+	2188
chr16	31215962	31217135	PYDC1	0	-	1173
chr3	149474697	149503394	TM4SF4	0	+	28697
chrX	16650158	16654670	S100G	0	+	4512
chrX	11822423	12724523	FRMPD4	0	+	902100
chr4	152769354	152779730	TIGD4	0	-	10376
chr3	39808914	40260321	MYRIP	0	+	451407
chr3	102099244	102479841	ZPLD1	0	+	380597
chr14	94462717	94479689	SERPINA9	0	-	16972
chr5	177707981	177783398	FAM153A	0	-	75417
chr5	174045706	174243501	NSG2	0	+	197795
chr7	75492320	75504316	SPDYE5	0	+	11996
chr14	94304248	94323389	SERPINA6	0	-	19141
chr9	116231	118417	FOXD4	0	-	2186
chr1	200872981	200874178	GPR25	0	+	1197
chr6	117265558	117273565	VGLL2	0	+	8007
chr2	176099795	176102489	HOXD12	0	+	2694
chr4	144109303	144140751	GYPA	0	-	31448
chr5	159865080	159973012	ADRA1B	0	+	107932
chr11	18933499	18939414	MRGPRX1	0	-	5915
chr7	148590766	148615860	C7orf33	0	+	25094
chr8	86553977	86743675	CNGB3	0	-	189698
chr11	107707378	107719693	SLN	0	-	12315
chr10	48153088	48274696	FRMPD2	0	-	121608
chr20	23875934	23879748	CST5	0	-	3814
chr12	53326575	53345315	SP7	0	-	18740
chr2	184598529	184939492	ZNF804A	0	+	340963
chr7	54542325	54571080	VSTM2A	0	+	28755
chr5	139367196	139384553	SLC23A1	0	-	17357
chr12	52565782	52573843	KRT74	0	-	8061
chr4	87303789	87322886	HSD17B13	0	-	19097
chr5	3595832	3601403	IRX1	0	+	5571
chr12	55126406	55132750	OR9K2	0	+	6344
chr19	45863989	45873797	FOXA3	0	+	9808
chr5	157161846	157166264	FAM71B	0	-	4418
chr7	103352730	103446207	SLC26A5	0	-	93477
chr9	100578079	100588389	CAVIN4	0	+	10310
chr11	7937171	7941708	OR10A3	0	-	4537
chr17	48762234	48817229	TTLL6	0	-	54995
chr11	7238778	7469043	SYT9	0	+	230265
chr11	7088998	7091148	RBMXL2	0	+	2150
chr9	6328375	6331891	TPD52L3	0	+	3516
chr11	6876625	6877619	OR10A4	0	+	994
chr10	80336105	80356755	DYDC1	0	-	20650
chr11	6863057	6874717	OR10A2	0	+	11660
chr7	123655866	123664290	LMOD2	0	+	8424
chr3	133400056	133475222	BFSP2	0	+	75166
chr2	48962157	49154527	FSHR	0	-	192370
chr19	42902086	42919563	PSG6	0	-	17477
chr12	120322115	120327779	PLA2G1B	0	-	5664
chr19	9126012	9126950	OR7G3	0	-	938
chr19	9100407	9107475	OR7G2	0	-	7068
chrX	107980864	107982370	TEX13B	0	-	1506
chr19	9087061	9095669	OR1M1	0	+	8608
chrX	107774899	107795829	NCBP2L	0	+	20930
chr19	8832377	8843340	MBD3L1	0	+	10963
chr6	49785660	49787285	PGK2	0	-	1625
chr11	124539635	124545333	OR8B12	0	-	5698
chr19	41796587	41811554	CEACAM3	0	+	14967
chr11	30830369	31369810	DCDC1	0	-	539441
chr11	104036640	104039196	DDI1	0	+	2556
chr11	123939617	123940573	OR4D5	0	+	956
chr19	51752026	51770531	FPR2	0	+	18505
chr11	125746279	125749867	PATE1	0	+	3588
chrX	131544074	131545000	OR13H1	0	+	926
chr8	10672628	10700590	C8orf74	0	+	27962
chr2	29192774	29921586	ALK	0	-	728812
chr9	133205277	133209250	OBP2B	0	-	3973
chrX	149774068	149776867	HSFX1	0	+	2799
chr19	5805067	5828324	NRTN	0	+	23257
chr2	42442017	42493982	KCNG3	0	-	51965
chr9	111327229	111330224	OR2K2	0	-	2995
chr19	14028148	14031551	RLN3	0	+	3403
chr1	248231417	248244679	OR2M4	0	+	13262
chr21	29536933	29940033	GRIK1	0	-	403100
chr4	70430492	70482997	MUC7	0	+	52505
chr4	70397931	70410195	OPRPN	0	+	12264
chr4	70370093	70390244	SMR3B	0	+	20151
chr4	70238382	70251474	CSN3	0	+	13092
chr6	155264013	155276548	CLDN20	0	+	12535
chr17	41159649	41160748	KRTAP4-4	0	-	1099
chrX	52862525	52868083	XAGE3	0	-	5558
chrX	52811287	52818301	XAGE5	0	+	7014
chrX	48761747	48773648	GLOD5	0	+	11901
chr17	40776808	40782550	KRT27	0	-	5742
chr2	218959666	218962155	CDK5R2	0	+	2489
chr9	122742303	122750783	OR1L6	0	+	8480
chrX	48130626	48132620	SPACA5B	0	+	1994
chr9	122675130	122676104	OR1L3	0	+	974
chr19	55999726	56061810	NLRP5	0	+	62084
chrX	48004336	48009733	SPACA5	0	+	5397
chr5	40998017	41071342	MROH2B	0	-	73325
chr9	122567117	122583384	OR1L8	0	-	16267
chr9	122553112	122555173	OR1N2	0	+	2061
chr9	122526358	122527296	OR1N1	0	-	938
chr4	158315311	158653372	RXFP1	0	+	338061
chr17	39603536	39609777	NEUROD2	0	-	6241
chr5	77628712	77638713	OTP	0	-	10001
chr11	75081753	75096876	OR2AT4	0	-	15123
chr21	40010999	40847158	DSCAM	0	-	836159
chr17	74274234	74314884	DNAI2	0	+	40650
chr2	231523187	231530445	NMUR1	0	-	7258
chr6	42915989	42925838	PTCRA	0	+	9849
chr5	76850001	76921650	S100Z	0	+	71649
chrX	41724181	41730130	GPR82	0	+	5949
chr20	64083376	64084398	LKAAEAR1	0	-	1022
chr8	7894677	7896716	DEFB4A	0	+	2039
chr1	162373203	162376854	SPATA46	0	-	3651
chr10	133553901	133569835	SYCE1	0	-	15934
chr10	133230217	133231558	UTF1	0	+	1341
chr10	133160219	133226412	KNDC1	0	+	66193
chr19	37884823	37906677	WDR87	0	-	21854
chr10	132808392	132942823	CFAP46	0	-	134431
chr5	141051374	141059346	PCDHB1	0	+	7972
chr1	11189355	11195981	ANGPTL7	0	+	6626
chr9	21077104	21077942	IFNB1	0	-	838
chr20	4721909	4728460	PRND	0	+	6551
chr1	44118821	44135140	KLF17	0	+	16319
chr20	4220630	4249287	ADRA1D	0	-	28657
chr18	26852043	26865771	AQP4	0	-	13728
chr17	18744026	18779349	FBXW10	0	+	35323
chr19	15737985	15742343	OR10H3	0	+	4358
chr19	15728024	15729052	OR10H2	0	+	1028
chr11	5128776	5138356	OR52A5	0	-	9580
chr15	60004234	60061730	FOXB1	0	+	57496
chr15	59206843	59208588	LDHAL6B	0	+	1745
chr9	64369394	64413142	ANKRD20A4P	0	+	43748
chr2	79157003	79159753	REG3A	0	-	2750
chr2	79085023	79088019	REG1B	0	-	2996
chr2	88524649	88529585	TEX37	0	+	4936
chr3	112140898	112294227	SLC9C1	0	-	153329
chr17	3207539	3218896	OR1A1	0	+	11357
chr17	3197519	3198448	OR1A2	0	+	929
chr11	56093308	56094240	OR8I2	0	+	932
chr1	152796721	152798181	LCE1D	0	+	1460
chr6	22287244	22302826	PRL	0	-	15582
chr11	55602360	55607645	OR4C11	0	-	5285
chr11	56375624	56376553	OR8U1	0	+	929
chr11	48245104	48246015	OR4X2	0	+	911
chr7	107470018	107475684	GPR22	0	+	5666
chr19	825097	832018	AZU1	0	+	6921
chr11	47589667	47594411	C1QTNF4	0	-	4744
chrY	25622162	25624902	CDY1	0	+	2740
chr11	59712916	59713845	OR10V1	0	-	929
chr2	167293001	167874045	B3GALT1	0	+	581044
chr11	59436469	59451380	OR5A1	0	+	14911
chr11	59416969	59426413	OR5A2	0	-	9444
chr11	119149052	119162653	ABCG4	0	+	13601
chrY	24045229	24048019	CDY1B	0	-	2790
chr11	58438994	58442236	OR5B12	0	-	3242
chr11	58421238	58428121	OR5B2	0	-	6883
chr11	58116742	58125530	OR9I1	0	-	8788
chr4	119135832	119187789	MYOZ2	0	+	51957
chr22	40859549	40862113	DNAJB7	0	-	2564
chr1	66797740	66801276	INSL5	0	-	3536
chr17	62343941	62416480	EFCAB3	0	+	72539
chr11	56741223	56748697	OR9G4	0	-	7474
chr11	56663686	56664618	OR5AR1	0	+	932
chr11	56641489	56642439	OR5AP2	0	-	950
chr2	240868824	240880502	AGXT	0	+	11678
chr11	56354291	56361511	OR8J1	0	+	7220
chr11	56252254	56253222	OR5T3	0	+	968
chr5	81329996	81394179	ACOT12	0	-	64183
chr19	15787661	15800357	OR10H5	0	+	12696
chr10	49131154	49134021	FAM170B	0	-	2867
chr2	950849	1367613	SNTG2	0	+	416764
chr12	48202339	48203292	OR10AD1	0	-	953
chr6	127708072	127918631	THEMIS	0	-	210559
chr8	56112942	56113982	MOS	0	-	1040
chr11	60785333	60801305	MS4A10	0	+	15972
chr8	30995802	31033715	PURG	0	-	37913
chr11	59511368	59520703	OR4D9	0	+	9335
chr11	58402464	58406874	OR5B3	0	-	4410
chr3	129401321	129428651	EFCAB12	0	-	27330
chr11	58266792	58268260	OR10W1	0	-	1468
chr12	52644558	52652211	KRT2	0	-	7653
chr11	68980021	68980986	MRGPRD	0	-	965
chr3	38265812	38278757	SLC22A13	0	+	12945
chr22	16783412	16825411	XKR3	0	-	41999
chr3	75664328	75667220	FRG2C	0	+	2892
chr3	35638945	35794496	ARPP21	0	+	155551
chr1	155941638	155943087	RXFP4	0	+	1449
chr12	110846769	110907535	CCDC63	0	+	60766
chr12	43353866	43552203	ADAMTS20	0	-	198337
chr12	39550033	39619803	ABCD2	0	-	69770
chr18	47221	49615	TUBB8B	0	-	2394
chr11	66975277	66977009	C11orf86	0	+	1732
chr10	88802730	88820546	LIPM	0	+	17816
chr5	146513144	146516190	GPR151	0	-	3046
chr9	111525159	111577844	ZNF483	0	+	52685
chr5	146084313	146105577	PLAC8L1	0	-	21264
chr1	158461574	158470857	OR10K1	0	+	9283
chr2	130729070	130730336	GPR148	0	+	1266
chr20	23602410	23605917	CST9	0	-	3507
chr3	51894876	51903353	IQCF1	0	-	8477
chr12	75334670	75370560	GLIPR1L1	0	+	35890
chr3	49198428	49258106	IHO1	0	+	59678
chr14	21057822	21058455	RNASE8	0	+	633
chr7	19719315	19773617	TMEM196	0	-	54302
chr2	26562585	26579532	FAM166C	0	+	16947
chr19	55891699	55932336	NLRP13	0	-	40637
chr3	45886509	45903174	CCR9	0	+	16665
chr4	69588417	69653249	UGT2A1	0	-	64832
chr6	116792085	116829083	GPRC6A	0	-	36998
chr6	116494989	116545684	TRAPPC3L	0	-	50695
chr1	183646275	183653316	APOBEC4	0	-	7041
chr1	6555307	6579755	TAS1R1	0	+	24448
chr1	6244179	6245578	HES3	0	+	1399
chr9	122661566	122662648	OR1L1	0	+	1082
chr2	230990324	231025055	SPATA3	0	+	34731
chr17	50834650	50842353	WFIKKN2	0	+	7703
chr1	244352635	244389663	C1orf100	0	+	37028
chr3	44241886	44332098	TOPAZ1	0	+	90212
chr17	62701314	62808344	MARCHF10	0	-	107030
chr17	49223366	49230787	PHOSPHO1	0	-	7421
chr17	40792196	40799959	KRT28	0	-	7763
chr19	3769089	3772228	RAX2	0	-	3139
chr13	46211940	46277366	LRRC63	0	+	65426
chrX	80335504	80445311	TENT5D	0	+	109807
chr9	35041095	35045986	C9orf131	0	+	4891
chr4	37244743	37449463	NWD2	0	+	204720
chr6	52896639	52909698	GSTA3	0	-	13059
chrX	100969708	100990831	ARL13A	0	+	21123
chr12	27696447	27697596	REP15	0	+	1149
chr3	114234631	114237578	ZNF80	0	-	2947
chr2	176077472	176083962	EVX2	0	-	6490
chr17	7041621	7044092	SLC16A11	0	-	2471
chr5	180739123	180740058	OR2Y1	0	-	935
chr4	40335333	40355217	CHRNA9	0	+	19884
chr5	1201595	1225111	SLC6A19	0	+	23516
chr8	109086585	109121565	TRHR	0	+	34980
chr8	106759483	106770244	ABRA	0	-	10761
chr18	54324358	54357964	STARD6	0	-	33606
chr15	23439038	23447243	GOLGA6L2	0	-	8205
chr2	214411054	214578976	VWC2L	0	+	167922
chrX	118823824	118826968	ZCCHC12	0	+	3144
chr4	171812254	173041559	GALNTL6	0	+	1229305
chr9	27948078	28670286	LINGO2	0	-	722208
chr19	40216058	40218384	TTC9B	0	-	2326
chr12	109347903	109455523	MYO1H	0	+	107620
chr19	50825289	50837213	KLK15	0	-	11924
chr11	66421004	66426707	NPAS4	0	+	5703
chr3	134599923	134651636	KY	0	-	51713
chr19	9210276	9219589	OR7D4	0	-	9313
chrX	91434595	91438584	PABPC5	0	+	3989
chr3	167478684	167653983	WDR49	0	-	175299
chr3	57293699	57544344	DNAH12	0	-	250645
chr1	103687415	103696454	AMY1B	0	-	9039
chr11	278407	285388	NLRP6	0	+	6981
chr19	5720637	5778734	CATSPERD	0	+	58097
chr11	56699095	56703884	OR9G1	0	+	4789
chr3	154334943	154430190	GPR149	0	-	95247
chr11	56176618	56177556	OR5J2	0	+	938
chr3	147386046	147406809	ZIC4	0	-	20763
chr11	55965755	55969945	OR10AG1	0	-	4190
chr11	55648327	55652854	OR4S2	0	+	4527
chr16	87881546	87936580	CA5A	0	-	55034
chr16	29778256	29782973	ZG16	0	+	4717
chr6	160121815	160158718	SLC22A1	0	+	36903
chr10	125576522	125683163	TEX36	0	-	106641
chr18	31376777	31414912	DSG4	0	+	38135
chr3	187197486	187201462	RTP1	0	+	3976
chr3	141051347	141148611	SPSB4	0	+	97264
chr11	36575574	36598279	RAG2	0	-	22705
chr1	248403048	248408020	OR2T1	0	+	4972
chr3	84958989	86074429	CADM2	0	+	1115440
chr12	57434784	57452062	INHBC	0	+	17278
chr15	72675798	72686182	HIGD2B	0	-	10384
chr1	11845709	11848345	NPPA	0	-	2636
chr11	66040765	66049161	GAL3ST3	0	-	8396
chr1	10946471	10982037	C1orf127	0	-	35566
chr16	22092538	22156964	VWA3A	0	+	64426
chr16	21233699	21253850	ANKS4B	0	+	20151
chr5	177992235	177996242	PROP1	0	-	4007
chr22	35066136	35087387	ISX	0	+	21251
chr12	56360568	56362857	APOF	0	-	2289
chr12	55636892	55637833	OR10P1	0	+	941
chr11	6199224	6200186	OR52W1	0	+	962
chr2	114442299	115845780	DPP10	0	+	1403481
chr11	65945445	65959963	TSGA10IP	0	+	14518
chr11	67451301	67452729	GPR152	0	-	1428
chr10	116545931	116567855	PNLIP	0	+	21924
chr11	48216810	48217739	OR4B1	0	+	929
chr16	11280841	11281330	PRM1	0	-	489
chr13	30932656	30975500	TEX26	0	+	42844
chr14	93987225	94008863	CCDC197	0	+	21638
chrX	115189410	115192868	RBMXL3	0	+	3458
chr5	176630618	176646644	EIF4E1B	0	+	16026
chr13	102729367	102759072	CCDC168	0	-	29705
chr5	58491435	58497090	GAPT	0	+	5655
chr11	14904997	15082342	CALCB	0	+	177345
chr7	73861159	73865890	TMEM270	0	+	4731
chr21	44497893	44711572	TSPEAR	0	-	213679
chr8	123644442	123653801	KLHL38	0	-	9359
chr14	69484692	69531551	PLEKHD1	0	+	46859
chr11	8937578	8943016	ASCL3	0	-	5438
chr11	8920076	8933006	C11orf16	0	-	12930
chr3	112034843	112081269	TMPRSS7	0	+	46426
chr18	13824149	13827323	MC5R	0	+	3174
chr17	58420167	58488408	HSF5	0	-	68241
chr14	28766787	28770277	FOXG1	0	+	3490
chr22	39743044	39893864	ENTHD1	0	-	150820
chr14	20239286	20244349	OR11H4	0	+	5063
chr11	59503576	59504511	OR4D11	0	+	935
chr2	76747685	77593319	LRRTM4	0	-	845634
chr14	20223710	20224702	OR11H6	0	+	992
chr14	20110739	20122199	OR4K17	0	+	11460
chr19	15944299	15950350	OR10H4	0	+	6051
chr11	5351508	5352446	OR51B6	0	+	938
chr10	15075475	15088776	ACBD7	0	-	13301
chr14	20060045	20060983	OR4L1	0	+	938
chr14	20029399	20036038	OR4K13	0	-	6639
chr1	33860475	33864791	HMGB4	0	+	4316
chr8	166086	167024	OR4F21	0	-	938
chr14	19920607	19921578	OR4K5	0	+	971
chr14	19719015	19830253	OR4N2	0	+	111238
chr11	118971712	118981287	FOXR1	0	+	9575
chr17	49838300	49848069	TAC4	0	-	9769
chr6	166305300	166308448	PRR18	0	-	3148
chr7	99923266	99929620	GJC3	0	-	6354
chr11	59358895	59371714	OR5AN1	0	+	12819
chr11	48365485	48366465	OR4C5	0	-	980
chr11	48324920	48325955	OR4C3	0	+	1035
chr11	48306223	48307152	OR4S1	0	+	929
chr11	48263861	48264778	OR4X1	0	+	917
chr8	86866415	87615219	CNBD1	0	+	748804
chr2	134964485	135047468	MAP3K19	0	-	82983
chr22	30080464	30177075	HORMAD2	0	+	96611
chrY	3579067	3580041	TGIF2LY	0	+	974
chr19	107104	117102	OR4F17	0	+	9998
chr16	31432593	31443160	ZNF843	0	-	10567
chr2	24114809	24123464	PFN4	0	-	8655
chr11	5199735	5200682	OR51V1	0	-	947
chrX	26192440	26195646	MAGEB6	0	+	3206
chr10	131092391	131311721	TCERG1L	0	-	219330
chrX	26138343	26140736	MAGEB18	0	+	2393
chr8	7836436	7841242	DEFB104A	0	+	4806
chr11	5058650	5059627	OR52E2	0	-	977
chr8	7881392	7882663	DEFB103A	0	+	1271
chr11	4994851	5005536	OR51L1	0	+	10685
chr9	137139154	137168756	GRIN1	0	+	29602
chr11	4912588	4919350	OR51G2	0	-	6762
chr9	136945185	136946975	C8G	0	+	1790
chr11	4848237	4849208	OR51S1	0	-	971
chr17	29929200	30108452	EFCAB5	0	+	179252
chr8	143157914	143160711	LY6H	0	-	2797
chr4	165016458	165041749	TRIM60	0	+	25291
chrX	147981337	148026665	FMR1NB	0	+	45328
chr8	7470308	7475082	DEFB104B	0	-	4774
chr19	57958437	57974534	C19orf18	0	-	16097
chr9	21140632	21141832	IFNW1	0	-	1200
chr11	117427772	117817525	DSCAML1	0	-	389753
chr14	77131270	77142734	ZDHHC22	0	-	11464
chrX	9024232	9295682	FAM9B	0	-	271450
chr18	580380	582114	CETN1	0	+	1734
chr1	248636356	248645278	OR2T35	0	-	8922
chr1	248348775	248349713	OR14C36	0	+	938
chr1	248323630	248324568	OR2M7	0	-	938
chr1	248290139	248303424	OR2T12	0	-	13285
chr19	48606742	48607714	SPACA4	0	+	972
chr1	248269917	248277976	OR2T33	0	-	8059
chr16	31214091	31231537	TRIM72	0	+	17446
chr8	7428888	7430348	DEFB103B	0	-	1460
chr8	7414855	7416863	DEFB4B	0	-	2008
chr1	110672465	110674940	KCNA3	0	-	2475
chr1	247924889	247935339	OR2AJ1	0	+	10450
chr10	35605341	35608935	GJD4	0	+	3594
chr17	6776215	6797101	FBXO39	0	+	20886
chr1	110519837	110631474	KCNA2	0	-	111637
chrX	18162931	18220886	BEND2	0	-	57955
chr10	49299170	49327492	C10orf71	0	+	28322
chr21	42062959	42143453	UMODL1	0	+	80494
chr1	64203623	64267368	UBE2U	0	+	63745
chr5	43192071	43280850	NIM1K	0	+	88779
chr1	247920252	247923152	OR2T8	0	+	2900
chr6	137492199	137494394	OLIG3	0	-	2195
chr1	247605586	247606515	OR2G3	0	+	929
chr1	247588360	247589313	OR2G2	0	+	953
chrX	8169944	8171267	VCX2	0	-	1323
chr18	57352557	57371731	ST8SIA3	0	+	19174
chr1	247449118	247458105	OR2B11	0	-	8987
chr19	35224800	35228739	FAM187B	0	-	3939
chr12	48482498	48496524	C12orf54	0	+	14026
chr8	30131671	30144665	MBOAT4	0	-	12994
chr2	231592864	231594276	TEX44	0	+	1412
chr6	49960249	49964164	DEFB114	0	-	3915
chrX	27807990	27823014	MAGEB10	0	+	15024
chr15	101922042	101923113	OR4F4	0	-	1071
chr8	11331012	11332360	SLC35G5	0	+	1348
chr4	44622088	44678556	YIPF7	0	-	56468
chr10	73631612	73641474	MYOZ1	0	-	9862
chr1	159998651	160070160	KCNJ10	0	-	71509
chr9	88129305	88138475	SPATA31C2	0	-	9170
chr12	18738119	18739188	CAPZA3	0	+	1069
chr11	196761	200261	ODF3	0	+	3500
chr9	87882877	87888903	SPATA31E1	0	+	6026
chr2	54330034	54383742	C2orf73	0	+	53708
chr5	95620087	95622142	GPR150	0	+	2055
chr2	54253178	54256229	TSPYL6	0	-	3051
chr3	184053047	184060673	HTR3C	0	+	7626
chr15	30552050	30565684	GOLGA8Q	0	+	13634
chr2	130755540	130768134	AMER3	0	+	12594
chr5	72439903	72507410	ZNF366	0	-	67507
chr5	178941191	178966433	ZNF454	0	+	25242
chr10	80537902	80646560	SH2D4B	0	+	108658
chr4	1056250	1113564	RNF212	0	-	57314
chr13	83877205	83882474	SLITRK1	0	-	5269
chr16	11273199	11273629	PRM3	0	-	430
chr16	11267748	11269533	TNP2	0	-	1785
chr8	7847876	7868867	SPAG11A	0	+	20991
chr18	79797938	79900184	KCNG2	0	+	102246
chr4	42397488	42402487	SHISA3	0	+	4999
chr11	6921002	6921994	OR2D3	0	+	992
chr5	63957874	63962507	HTR1A	0	-	4633
chr1	223393415	223395465	CCDC185	0	+	2050
chr4	112513516	112516180	NEUROG2	0	-	2664
chr10	49942056	50011654	TIMM23B-AGAP6	0	+	69598
chr10	5393101	5404828	TUBAL3	0	-	11727
chr10	5364966	5374692	UCN3	0	+	9726
chr4	70592256	70607288	AMBN	0	+	15032
chr2	240045077	240047027	OR6B3	0	-	1950
chr20	87250	97094	DEFB125	0	+	9844
chr2	240139026	240144562	OTOS	0	-	5536
chr10	49679651	49710261	C10orf53	0	+	30610
chr18	54587757	54599493	DYNAP	0	+	11736
chr3	194394821	194399266	GP5	0	-	4445
chr3	94014365	94028597	STX19	0	-	14232
chr3	194339768	194351328	CPN2	0	-	11560
chr17	74521174	74531475	CD300LB	0	-	10301
chr11	77216558	77301687	GDPD4	0	-	85129
chr1	151710433	151729805	RIIAD1	0	+	19372
chr3	129543175	129551467	H1-8	0	+	8292
chr19	47801243	47819051	TPRX1	0	-	17808
chr1	74568117	74673792	ERICH3	0	-	105675
chr15	41182725	41230757	EXD1	0	-	48032
chr1	18839599	18859682	TAS1R2	0	-	20083
chr4	188091272	188109603	TRIML2	0	-	18331
chr9	104694518	104695462	OR13D1	0	+	944
chr9	129612225	129620776	C9orf50	0	-	8551
chr11	85683848	85686195	CCDC89	0	-	2347
chr12	103237591	103495978	C12orf42	0	-	258387
chr3	87792706	87993839	HTR1F	0	+	201133
chr17	8120592	8124106	HES7	0	-	3514
chr10	23202696	23344845	C10orf67	0	-	142149
chr8	142910559	142917843	CYP11B2	0	-	7284
chr6	36390551	36442854	PXT1	0	-	52303
chr19	38384267	38388082	GGN	0	-	3815
chr19	51246348	51269330	SIGLECL1	0	+	22982
chr11	76381303	76414619	GVQW3	0	+	33316
chr20	61252261	61940617	CDH4	0	+	688356
chr12	14804650	14814182	SMCO3	0	-	9532
chr2	29060976	29074523	PCARE	0	-	13547
chr19	12965159	12974760	DAND5	0	+	9601
chr11	66291894	66296664	TMEM151A	0	+	4770
chrX	78656068	78659328	RTL3	0	-	3260
chr11	107928448	107963482	RAB39A	0	+	35034
chrX	103710909	103714032	TMEM31	0	+	3123
chr1	244454377	244641177	CATSPERE	0	+	186800
chr13	91398621	92873682	GPC5	0	+	1475061
chr3	128462437	128466968	DNAJB8	0	-	4531
chr1	13163914	13165631	HNRNPCL4	0	-	1717
chr7	143026200	143027132	OR9A2	0	-	932
chr12	100357074	100422055	SLC17A8	0	+	64981
chr16	1966823	1968975	RNF151	0	+	2152
chr14	63312835	63318935	GPHB5	0	-	6100
chr7	126438598	127253093	GRM8	0	-	814495
chr12	55572468	55575612	OR2AP1	0	+	3144
chr12	55549602	55555832	OR6C4	0	+	6230
chr14	21024109	21036276	TPPP2	0	+	12167
chr17	46978156	46979253	RPRML	0	-	1097
chr12	55444069	55453347	OR6C2	0	+	9278
chr19	55947832	55988629	NLRP8	0	+	40797
chr19	39202825	39204263	SYCN	0	-	1438
chr10	68230595	68232113	ATOH7	0	-	1518
chr3	26622806	26717537	LRRC3B	0	+	94731
chr13	42781550	42791549	FAM216B	0	+	9999
chr11	18172837	18174280	MRGPRX4	0	+	1443
chr11	18120955	18138488	MRGPRX3	0	+	17533
chr19	55785397	55836800	NLRP11	0	-	51403
