	Chr	Start	End	Name	Score	Strand	Length	Average_expression
ENSG00000197561	chr19	851014	856247	ELANE	0	+	5233	0.077
ENSG00000197584	chr3	178272932	178844429	KCNMB2	0	+	571497	0.243
ENSG00000197587	chr1	46489836	46516216	DMBX1	0	+	26380	0.614
ENSG00000197591	chr1	247840928	247841896	OR11L1	0	-	968	0.005
ENSG00000197616	chr14	23381982	23408273	MYH6	0	-	26291	0.156
ENSG00000197641	chr18	63586989	63604639	SERPINB13	0	+	17650	0.363
ENSG00000197651	chr12	90905622	90955176	CCER1	0	-	49554	0.005
ENSG00000197658	chr11	63079940	63144221	SLC22A24	0	-	64281	0.054
ENSG00000197683	chr21	30319124	30320315	KRTAP26-1	0	-	1191	0.001
ENSG00000197706	chr12	55244609	55256625	OR6C74	0	+	12016	0.001
ENSG00000197721	chr1	207645113	207738416	CR1L	0	+	93303	0.205
ENSG00000197745	chr11	62296281	62299075	SCGB1D4	0	-	2794	0.066
ENSG00000197768	chr9	137251261	137253483	STPG3	0	+	2222	0.542
ENSG00000197769	chr1	241995490	241999098	MAP1LC3C	0	-	3608	0.378
ENSG00000197786	chr11	58358124	58359069	OR5B17	0	-	945	0.001
ENSG00000197790	chr11	4545191	4546144	OR52M1	0	+	953	0.0
ENSG00000197826	chr4	80335730	80963750	CFAP299	0	+	628020	0.086
ENSG00000197849	chr11	124241095	124254364	OR8G1	0	+	13269	0.004
ENSG00000197870	chr12	11265914	11269707	PRB3	0	-	3793	0.322
ENSG00000197887	chr11	58203202	58204142	OR1S2	0	-	940	0.0
ENSG00000197889	chr10	14959388	14988050	MEIG1	0	+	28662	0.227
ENSG00000197891	chr11	64590641	64602353	SLC22A12	0	+	11712	0.025
ENSG00000197893	chr10	113588714	113664070	NRAP	0	-	75356	0.71
ENSG00000197901	chr11	62936385	62984967	SLC22A6	0	-	48582	0.004
ENSG00000197915	chr1	152212076	152224193	HRNR	0	-	12117	0.562
ENSG00000197919	chr9	21440439	21441316	IFNA1	0	+	877	0.01
ENSG00000197921	chr1	2528745	2530263	HES5	0	-	1518	0.101
ENSG00000197938	chr3	98282505	98284070	OR5H2	0	+	1565	0.002
ENSG00000197953	chr3	151733916	151761339	AADACL2	0	+	27423	0.163
ENSG00000197992	chr12	10030678	10066031	CLEC9A	0	+	35353	0.437
ENSG00000197993	chr7	142941114	142962363	KEL	0	-	21249	0.956
ENSG00000198010	chr8	737628	1708476	DLGAP2	0	+	970848	0.197
ENSG00000198021	chrX	141583674	141585011	SPANXA1	0	-	1337	0.649
ENSG00000198028	chr19	9466355	9498616	ZNF560	0	-	32261	0.228
ENSG00000198033	chr13	19173772	19181824	TUBA3C	0	-	8052	0.624
ENSG00000198049	chr1	206106936	206117699	AVPR1B	0	-	10763	0.018
ENSG00000198062	chr22	15690026	15721631	POTEH	0	+	31605	0.152
ENSG00000198083	chr17	41255384	41256364	KRTAP9-9	0	+	980	0.003
ENSG00000198090	chr17	41139433	41140487	KRTAP4-6	0	-	1054	0.006
ENSG00000198092	chr4	68053198	68129869	TMPRSS11F	0	-	76671	0.033
ENSG00000198099	chr4	99123657	99157792	ADH4	0	-	34135	0.106
ENSG00000198104	chr1	248375746	248391811	OR2T6	0	+	16065	0.001
ENSG00000198128	chr1	248046836	248063407	OR2L3	0	+	16571	0.006
ENSG00000198129	chr8	7495911	7509311	DEFB107B	0	+	13400	0.0
ENSG00000198173	chrX	37008366	37011664	FAM47C	0	+	3298	0.02
ENSG00000198178	chr12	7729383	7751605	CLEC4C	0	-	22222	0.158
ENSG00000198216	chr1	181317690	181808084	CACNA1E	0	+	490394	0.517
ENSG00000198271	chr17	41148924	41149825	KRTAP4-5	0	-	901	0.0
ENSG00000198283	chr11	58506807	58508105	OR5B21	0	-	1298	0.005
ENSG00000198326	chr20	2816302	2820284	TMEM239	0	+	3982	0.051
ENSG00000198336	chr17	47200446	47223679	MYL4	0	+	23233	0.247
ENSG00000198354	chrX	126163499	126166289	DCAF12L2	0	-	2790	0.774
ENSG00000198390	chr21	30396031	30396822	KRTAP13-1	0	+	791	0.0
ENSG00000198398	chr3	190428655	190449901	TMEM207	0	-	21246	0.002
ENSG00000198400	chr1	156815640	156881850	NTRK1	0	+	66210	0.725
ENSG00000198443	chr17	41184100	41184911	KRTAP4-1	0	-	811	0.038
ENSG00000198445	chr22	16590751	16592810	CCT8L2	0	-	2059	0.007
ENSG00000198452	chr1	247617143	247622372	OR14L1P	0	+	5229	0.015
ENSG00000198471	chr3	187698259	187702557	RTP2	0	-	4298	0.014
ENSG00000198488	chr11	77034398	77041973	B3GNT6	0	+	7575	0.031
ENSG00000198569	chr9	137230757	137236555	SLC34A3	0	+	5798	0.242
ENSG00000198570	chr1	211476522	211492162	RD3	0	-	15640	0.1
ENSG00000198573	chrX	141241463	141242517	SPANXC	0	-	1054	0.358
ENSG00000198574	chr1	162395268	162412138	SH2D1B	0	-	16870	0.347
ENSG00000198597	chr19	30228290	30713538	ZNF536	0	+	485248	0.137
ENSG00000198601	chr1	248174821	248181067	OR2M2	0	+	6246	0.001
ENSG00000198610	chr10	5195462	5218949	AKR1C4	0	+	23487	0.694
ENSG00000198633	chr19	52429148	52452315	ZNF534	0	+	23167	0.308
ENSG00000198670	chr6	160531482	160664275	LPA	0	-	132793	0.03
ENSG00000198674	chr11	123994163	123995161	OR10G6	0	-	998	0.0
ENSG00000198678	chr12	48559882	48562956	OR5BS1P	0	+	3074	0.002
ENSG00000198692	chrY	20575776	20593154	EIF1AY	0	+	17378	0.264
ENSG00000198704	chr6	28503296	28528215	GPX6	0	-	24919	0.005
ENSG00000198754	chr1	39769523	39771348	OXCT2	0	-	1825	0.362
ENSG00000198765	chr1	114854863	114995370	SYCP1	0	+	140507	0.337
ENSG00000198785	chr9	101569352	101738647	GRIN3A	0	-	169295	0.958
ENSG00000198798	chrX	30230657	30237495	MAGEB3	0	+	6838	0.006
ENSG00000198812	chr12	69608564	69610907	LRRC10	0	-	2343	0.007
ENSG00000198822	chr7	86643909	86864879	GRM3	0	+	220970	0.11
ENSG00000198854	chr1	152719522	152720470	C1orf68	0	+	948	0.087
ENSG00000198881	chrX	64224194	64230607	ASB12	0	-	6413	0.113
ENSG00000198883	chrX	152988824	152994116	PNMA5	0	-	5292	0.525
ENSG00000198889	chrX	126549383	126552814	DCAF12L1	0	-	3431	0.243
ENSG00000198914	chr2	104853287	104858574	POU3F3	0	+	5287	0.336
ENSG00000198965	chr1	158472220	158480936	OR10R2	0	+	8716	0.004
ENSG00000203661	chr1	248488589	248491113	OR2T5	0	+	2524	0.001
ENSG00000203663	chr1	248030070	248042305	OR2L2	0	+	12235	0.004
ENSG00000203722	chr6	149916878	149923121	RAET1G	0	-	6243	0.721
ENSG00000203730	chr1	182398117	182400667	TEDDM1	0	-	2550	0.109
ENSG00000203740	chr1	170145959	170168866	NTMT2	0	+	22907	0.154
ENSG00000203756	chr6	129831244	129861547	TMEM244	0	-	30303	0.094
ENSG00000203757	chr1	158716327	158720720	OR6K3	0	-	4393	0.01
ENSG00000203783	chr1	153217584	153219310	PRR9	0	+	1726	0.013
ENSG00000203784	chr1	153203430	153205120	LELP1	0	+	1690	0.0
ENSG00000203785	chr1	153093135	153106184	SPRR2E	0	-	13049	0.514
ENSG00000203786	chr1	152759561	152762052	KPRP	0	+	2491	0.13
ENSG00000203795	chr10	122910610	122913111	FAM24A	0	+	2501	0.002
ENSG00000203837	chr10	116427847	116477957	PNLIPRP3	0	+	50110	0.914
ENSG00000203857	chr1	119507198	119515054	HSD3B1	0	+	7856	0.065
ENSG00000203859	chr1	119414931	119423035	HSD3B2	0	+	8104	0.049
ENSG00000203870	chrX	154823348	154834662	SMIM9	0	-	11314	0.005
ENSG00000203877	chr6	83853360	83857515	RIPPLY2	0	+	4155	0.122
ENSG00000203907	chr6	73368555	73395133	OOEP	0	-	26578	0.168
ENSG00000203908	chr6	73362658	73364171	KHDC3L	0	+	1513	0.02
ENSG00000203909	chr6	73353063	73354276	DPPA5	0	-	1213	0.003
ENSG00000203910	chr1	92217915	92245813	C1orf146	0	+	27898	0.019
ENSG00000203923	chrX	145247503	145256208	SPANXN1	0	+	8705	0.01
ENSG00000203926	chrX	141589708	141590762	SPANXA2	0	+	1054	0.647
ENSG00000203933	chrX	139955728	139965521	CXorf66	0	-	9793	0.012
ENSG00000203963	chr1	67092165	67231853	C1orf141	0	-	139688	0.012
ENSG00000203970	chr6	50009138	50021994	DEFB110	0	-	12856	0.001
ENSG00000203972	chr6	49499923	49528078	GLYATL3	0	+	28155	0.406
ENSG00000203985	chr1	54007298	54018186	LDLRAD1	0	-	10888	0.983
ENSG00000203989	chrX	120072264	120077690	RHOXF2B	0	-	5426	0.073
ENSG00000204001	chr9	136754386	136758543	LCN8	0	-	4157	0.053
ENSG00000204003	chr9	136738167	136748453	ENSG00000204003	0	-	10286	0.65
ENSG00000204006	chr1	51102221	51148086	C1orf185	0	+	45865	0.004
ENSG00000204007	chr9	135623648	135639540	GLT6D1	0	-	15892	0.001
ENSG00000204020	chr10	88759982	88779626	LIPN	0	+	19644	0.02
ENSG00000204021	chr10	88706249	88752776	LIPK	0	+	46527	0.13
ENSG00000204022	chr10	88586753	88606976	LIPJ	0	+	20223	0.1
ENSG00000204033	chr10	84220571	84225544	LRIT2	0	-	4973	0.015
ENSG00000204065	chrX	103273691	103276750	TCEAL5	0	-	3059	0.76
ENSG00000204174	chr10	46461099	46465958	NPY4R	0	-	4859	0.088
ENSG00000204193	chr9	110303476	110337884	TXNDC8	0	-	34408	0.004
ENSG00000204195	chrX	70234655	70240659	AWAT1	0	+	6004	0.089
ENSG00000204246	chr9	104535749	104536856	OR13C3	0	-	1107	0.002
ENSG00000204278	chr17	78231310	78240987	TMEM235	0	+	9677	0.007
ENSG00000204279	chrX	55258415	55264916	PAGE3	0	-	6501	0.002
ENSG00000204290	chr6	32393339	32407181	BTNL2	0	-	13842	0.025
ENSG00000204296	chr6	32288526	32371912	TSBP1	0	-	83386	0.016
ENSG00000204300	chr11	123882920	123885670	TMEM225	0	-	2750	0.001
ENSG00000204345	chr17	74579365	74592283	CD300LD	0	-	12918	0.02
ENSG00000204347	chr17	74356416	74361868	BTBD17	0	-	5452	0.034
ENSG00000204361	chr11	114678527	114707069	NXPE2	0	+	28542	0.055
ENSG00000204363	chrX	52796144	52797427	SPANXN5	0	-	1283	0.01
ENSG00000204414	chr17	63909597	63911341	CSHL1	0	-	1744	0.003
ENSG00000204420	chr6	31718594	31726714	MPIG6B	0	+	8120	0.894
ENSG00000204449	chr11	90031106	90042025	TRIM49C	0	+	10919	0.029
ENSG00000204450	chr11	89968502	89974072	TRIM64	0	+	5570	0.002
ENSG00000204475	chr6	31588895	31593006	NCR3	0	-	4111	0.532
ENSG00000204478	chr1	13416351	13421328	PRAMEF20	0	+	4977	0.001
ENSG00000204479	chr1	13389632	13392629	PRAMEF17	0	+	2997	0.004
ENSG00000204480	chr1	13369067	13371900	PRAMEF19	0	-	2833	0.005
ENSG00000204481	chr1	13341892	13347134	PRAMEF14	0	-	5242	0.004
ENSG00000204501	chr1	13315581	13322598	PRAMEF15	0	+	7017	0.002
ENSG00000204505	chr1	13171848	13179459	PRAMEF9	0	+	7611	0.002
ENSG00000204510	chr1	12916610	12920482	PRAMEF7	0	+	3872	0.007
ENSG00000204518	chr1	12644085	12667076	AADACL4	0	+	22991	0.002
ENSG00000204531	chr6	31164337	31180731	POU5F1	0	-	16394	0.731
ENSG00000204532	chr19	56202273	56209200	ZSCAN5C	0	+	6927	0.088
ENSG00000204544	chr6	30983718	30989903	MUC21	0	+	6185	0.556
ENSG00000204548	chr20	31404845	31412838	DEFB121	0	-	7993	0.0
ENSG00000204571	chr11	71581855	71603353	KRTAP5-11	0	-	21498	0.016
ENSG00000204572	chr11	71565563	71566735	KRTAP5-10	0	+	1172	0.25
ENSG00000204583	chr12	132603150	132610582	LRCOL1	0	-	7432	0.099
ENSG00000204595	chr19	53632056	53637009	DPRX	0	+	4953	0.017
ENSG00000204610	chr6	30163206	30172693	TRIM15	0	+	9487	0.089
ENSG00000204612	chr9	77019655	77020953	FOXB2	0	+	1298	0.013
ENSG00000204613	chr6	30151943	30161211	TRIM10	0	-	9268	0.033
ENSG00000204614	chr6	30136124	30148735	TRIM40	0	+	12611	0.011
ENSG00000204616	chr6	30102897	30113090	TRIM31	0	-	10193	0.316
ENSG00000204640	chr2	100470482	100483280	NMS	0	+	12798	0.0
ENSG00000204653	chr19	50511600	50514690	ASPDH	0	-	3090	0.113
ENSG00000204655	chr6	29657002	29672372	MOG	0	+	15370	0.344
ENSG00000204669	chr9	72051376	72072721	C9orf57	0	-	21345	0.004
ENSG00000204687	chr6	29486697	29487956	MAS1L	0	-	1259	0.045
ENSG00000204688	chr6	29457155	29464328	OR2H1	0	+	7173	0.007
ENSG00000204695	chr6	29301701	29313017	OR14J1	0	+	11316	0.001
ENSG00000204700	chr6	29170907	29175811	OR2J2	0	+	4904	0.002
ENSG00000204701	chr6	29108058	29114770	OR2J3	0	+	6712	0.003
ENSG00000204702	chr6	29099490	29102701	OR2J1	0	+	3211	0.001
ENSG00000204703	chr6	29086208	29087313	OR2B3	0	-	1105	0.001
ENSG00000204704	chr6	29044213	29045175	OR2W1	0	-	962	0.001
ENSG00000204711	chr9	69820817	69906227	C9orf135	0	+	85410	0.168
ENSG00000204779	chr9	65282101	65285209	FOXD4L5	0	-	3108	0.205
ENSG00000204849	chr9	39355669	39361962	SPATA31A1	0	+	6293	0.04
ENSG00000204869	chr19	46039182	46077118	IGFL4	0	-	37936	0.203
ENSG00000204873	chr17	41232449	41233454	KRTAP9-3	0	+	1005	0.002
ENSG00000204880	chr17	41096981	41098142	KRTAP4-8	0	-	1161	0.003
ENSG00000204882	chr8	141356470	141367286	GPR20	0	-	10816	0.128
ENSG00000204887	chr17	41029351	41030195	KRTAP1-4	0	-	844	0.003
ENSG00000204889	chr17	40977715	40987135	KRT40	0	-	9420	0.45
ENSG00000204897	chr17	40748021	40755331	KRT25	0	-	7310	0.016
ENSG00000204909	chr5	148321203	148339852	SPINK9	0	+	18649	0.018
ENSG00000204913	chr17	39927732	39944999	LRRC3C	0	+	17267	0.048
ENSG00000204941	chr19	43166256	43186536	PSG5	0	-	20280	0.218
ENSG00000204952	chr17	38936432	38967403	FBXO47	0	-	30971	0.029
ENSG00000204978	chr19	41443156	41444765	ERICH4	0	+	1609	0.025
ENSG00000204979	chr11	60515392	60542721	MS4A13	0	+	27329	0.001
ENSG00000205022	chr16	88863333	88866660	PABPN1L	0	-	3327	0.034
ENSG00000205029	chr11	55838752	55839738	OR5D16	0	+	986	0.0
ENSG00000205030	chr11	55827219	55828154	OR5L2	0	+	935	0.0
ENSG00000205038	chr8	109362461	109537207	PKHD1L1	0	+	174746	0.436
ENSG00000205085	chr7	128671693	128687877	FAM71F2	0	+	16184	0.466
ENSG00000205090	chr1	1534778	1540624	TMEM240	0	-	5846	0.52
ENSG00000205097	chr4	190024367	190027257	FRG2	0	-	2890	0.054
ENSG00000205108	chr9	34723053	34729488	FAM205A	0	-	6435	0.052
ENSG00000205111	chr2	39175646	39243957	CDKL4	0	-	68311	0.072
ENSG00000205116	chr1	1425871	1430255	TMEM88B	0	+	4384	0.016
ENSG00000205126	chr11	44047981	44059977	ACCSL	0	+	11996	0.007
ENSG00000205143	chr9	34621074	34629045	ARID3C	0	-	7971	0.119
ENSG00000205186	chr8	81458253	81461579	FABP9	0	-	3326	0.009
ENSG00000205209	chr19	34590644	34677159	SCGB2B2	0	-	86515	0.715
ENSG00000205277	chr7	100969565	101018939	MUC12	0	+	49374	0.619
ENSG00000205279	chr5	127649082	127658630	CTXN3	0	+	9548	0.219
ENSG00000205301	chr4	140442262	140498377	MGAT4D	0	-	56115	0.013
ENSG00000205327	chr12	55492378	55493316	OR6C68	0	+	938	0.001
ENSG00000205328	chr12	55400529	55401467	OR6C65	0	+	938	0.001
ENSG00000205329	chr12	55330043	55332687	OR6C3	0	+	2644	0.001
ENSG00000205330	chr12	55314343	55322364	OR6C1	0	+	8021	0.001
ENSG00000205358	chr16	56669814	56671129	MT1H	0	+	1315	0.271
ENSG00000205359	chr5	102371774	102499016	SLCO6A1	0	-	127242	0.029
ENSG00000205409	chr11	5840928	5841952	OR52E6	0	-	1024	0.018
ENSG00000205436	chr14	103094725	103110559	EXOC3L4	0	+	15834	0.762
ENSG00000205442	chr9	24542952	24545946	IZUMO3	0	-	2994	0.002
ENSG00000205456	chr16	32252719	32255922	TP53TG3D	0	+	3203	0.201
ENSG00000205457	chr16	33193659	33196858	TP53TG3C	0	+	3199	0.06
ENSG00000205482	chr7	77050391	77062558	SPDYE18	0	-	12167	0.453
ENSG00000205495	chr11	5046526	5047461	OR52J3	0	+	935	0.0
ENSG00000205642	chrX	8464830	8466510	VCX3B	0	+	1680	0.669
ENSG00000205649	chr4	70028455	70036538	HTN3	0	+	8083	0.014
ENSG00000205667	chrX	3006546	3034111	ARSH	0	+	27565	0.551
ENSG00000205669	chr14	73610945	73619888	ACOT6	0	+	8943	0.288
ENSG00000205678	chr4	64275257	64409468	TECRL	0	-	134211	0.007
ENSG00000205683	chr14	72609034	72894101	DPF3	0	-	285067	0.941
ENSG00000205704	chr22	41952174	41958933	LINC00634	0	+	6759	0.218
ENSG00000205718	chr19	7037749	7040179	MBD3L4	0	-	2430	0.003
ENSG00000205755	chrX	1187549	1212723	CRLF2	0	-	25174	0.079
ENSG00000205755	chrY	1187549	1212723	CRLF2	0	-	25174	0.079
ENSG00000205784	chr19	4890437	4902896	ARRDC5	0	-	12459	0.197
ENSG00000205832	chr16	4556340	4600758	C16orf96	0	+	44418	0.163
ENSG00000205835	chr3	190852737	190892429	GMNC	0	-	39692	0.016
ENSG00000205846	chr12	8455962	8478330	CLEC6A	0	+	22368	0.116
ENSG00000205856	chr22	32149006	32159322	C22orf42	0	-	10316	0.019
ENSG00000205857	chr12	7765216	7774121	NANOGNB	0	+	8905	0.009
ENSG00000205858	chr7	16526825	16581568	LRRC72	0	+	54743	0.002
ENSG00000205864	chr11	1697195	1697755	KRTAP5-6	0	+	560	0.012
ENSG00000205869	chr11	1584342	1585283	KRTAP5-1	0	-	941	0.488
ENSG00000205882	chr8	11993174	11996312	DEFB134	0	-	3138	0.009
ENSG00000205883	chr8	11982256	11984590	DEFB135	0	+	2334	0.002
ENSG00000205884	chr8	11973937	11974599	DEFB136	0	-	662	0.001
ENSG00000205899	chr17	1270444	1271815	BHLHA9	0	+	1371	0.004
ENSG00000205916	chrY	24833843	24907040	DAZ4	0	+	73197	0.0
ENSG00000205922	chr19	1753506	1780988	ONECUT3	0	+	27482	0.116
ENSG00000205927	chr21	33025935	33029196	OLIG2	0	+	3261	0.049
ENSG00000205929	chr21	32790673	32813743	C21orf62	0	-	23070	0.049
ENSG00000205944	chrY	23219447	23291356	DAZ2	0	+	71909	0.0
ENSG00000206013	chr11	298200	299526	IFITM5	0	-	1326	0.281
ENSG00000206026	chr18	75409476	75427703	SMIM21	0	-	18227	0.008
ENSG00000206043	chr18	74315839	74359189	C18orf63	0	+	43350	0.038
ENSG00000206047	chr8	6977649	6980092	DEFA1	0	-	2443	0.017
ENSG00000206069	chr22	24935098	24946695	TMEM211	0	-	11597	0.074
ENSG00000206072	chr18	63647579	63726432	SERPINB11	0	+	78853	0.912
ENSG00000206102	chr21	31038159	31038476	KRTAP19-8	0	-	317	0.002
ENSG00000206104	chr21	30642864	30643136	KRTAP20-3	0	+	272	0.0
ENSG00000206105	chr21	30620627	30620850	KRTAP20-4	0	+	223	0.001
ENSG00000206106	chr21	30590105	30590397	KRTAP22-2	0	-	292	0.001
ENSG00000206107	chr21	30337013	30337694	KRTAP27-1	0	-	681	0.0
ENSG00000206127	chr15	32441914	32455634	GOLGA8O	0	-	13720	0.572
ENSG00000206177	chr16	153892	166764	HBM	0	+	12872	0.056
ENSG00000206262	chr3	138947217	138953990	FOXL2NB	0	+	6773	0.108
ENSG00000206422	chr18	7231089	7232044	LRRC30	0	+	955	0.001
ENSG00000206474	chr6	29439306	29440977	OR10C1	0	+	1671	0.001
ENSG00000206531	chr3	112815709	112846864	CD200R1L	0	-	31155	0.02
ENSG00000206536	chr3	98390666	98391631	OR5K3	0	+	965	0.001
ENSG00000206549	chr3	46712115	46812574	ENSG00000206549	0	-	100459	0.919
ENSG00000206557	chr3	32817997	32897824	TRIM71	0	+	79827	0.244
ENSG00000206579	chr8	55102028	55542054	XKR4	0	+	440026	0.224
ENSG00000212657	chr17	41307700	41309309	KRTAP16-1	0	-	1609	0.01
ENSG00000212658	chr17	41301826	41302851	KRTAP29-1	0	-	1025	0.017
ENSG00000212659	chr17	41265339	41266641	KRTAP9-6	0	+	1302	0.004
ENSG00000212721	chr17	41117181	41118373	KRTAP4-11	0	-	1192	0.013
ENSG00000212722	chr17	41105332	41106488	KRTAP4-9	0	+	1156	0.001
ENSG00000212724	chr17	41059240	41060114	KRTAP2-3	0	-	874	0.093
ENSG00000212725	chr17	41046541	41047316	KRTAP2-1	0	-	775	0.004
ENSG00000212807	chr7	144228244	144239605	OR2A42	0	-	11361	0.106
ENSG00000212899	chr17	40993430	40994164	KRTAP3-3	0	-	734	0.294
ENSG00000212900	chr17	40999193	40999906	KRTAP3-2	0	-	713	0.037
ENSG00000212901	chr17	41008521	41019324	KRTAP3-1	0	-	10803	0.062
ENSG00000212938	chr21	30592440	30593075	KRTAP6-3	0	+	635	0.001
ENSG00000213023	chr19	50621307	50639881	SYT3	0	-	18574	0.4
ENSG00000213030	chr19	49047638	49049111	CGB8	0	-	1473	0.048
ENSG00000213215	chr7	143954844	143997312	OR2F1	0	+	42468	0.003
ENSG00000213218	chr17	63872012	63873766	CSH2	0	-	1754	0.063
ENSG00000213231	chr14	95686426	95692628	TCL1B	0	+	6202	0.793
ENSG00000213416	chr17	41123091	41124182	KRTAP4-12	0	-	1091	0.013
ENSG00000213417	chr17	41065116	41065879	KRTAP2-4	0	-	763	0.004
ENSG00000213578	chr15	74826627	74831802	CPLX3	0	+	5175	0.379
ENSG00000213714	chr20	56533246	56536520	FAM209B	0	+	3274	0.156
ENSG00000213793	chr19	52904415	52923470	ZNF888	0	-	19055	0.767
ENSG00000213822	chr19	51478622	51490952	CEACAM18	0	+	12330	0.001
ENSG00000213892	chr19	44699151	44710718	CEACAM16	0	+	11567	0.09
ENSG00000213921	chr19	39776595	39786291	LEUTX	0	+	9696	0.009
ENSG00000213973	chr19	22752183	22784151	ZNF99	0	-	31968	0.528
ENSG00000213996	chr19	19264364	19273391	TM6SF2	0	-	9027	0.64
ENSG00000214042	chr9	21201469	21202205	IFNA7	0	-	736	0.002
ENSG00000214097	chr3	196506879	196515346	SMCO1	0	-	8467	0.058
ENSG00000214102	chr7	141708353	141731271	WEE2	0	+	22918	0.321
ENSG00000214107	chrX	30243715	30252040	MAGEB1	0	+	8325	0.179
ENSG00000214285	chr10	127549309	127553540	NPS	0	+	4231	0.002
ENSG00000214324	chr3	127193131	127198185	C3orf56	0	+	5054	0.006
ENSG00000214336	chr2	88446787	88452693	FOXI3	0	-	5906	0.692
ENSG00000214360	chr5	172194172	172203454	EFCAB9	0	+	9282	0.008
ENSG00000214414	chr11	89710299	89717872	TRIM77	0	+	7573	0.001
ENSG00000214491	chr22	30522799	30546741	SEC14L6	0	-	23942	0.502
ENSG00000214510	chr5	148268180	148286255	SPINK13	0	+	18075	0.079
ENSG00000214511	chr12	50953922	50970506	HIGD1C	0	+	16584	0.02
ENSG00000214513	chr2	73202574	73212513	NOTO	0	+	9939	0.039
ENSG00000214518	chr17	41054498	41055230	KRTAP2-2	0	-	732	0.008
ENSG00000214534	chr11	71814045	71821548	ZNF705E	0	-	7503	0.163
ENSG00000214642	chr6	49968677	49969625	DEFB113	0	-	948	0.0
ENSG00000214652	chr7	64045434	64085339	ZNF727	0	+	39905	0.696
ENSG00000214681	chr3	51873721	51875601	IQCF5	0	-	1880	0.001
ENSG00000214686	chr3	51778561	51779241	IQCF6	0	-	680	0.005
ENSG00000214700	chr12	27081057	27082578	C12orf71	0	-	1521	0.056
ENSG00000214711	chr2	31173056	31233858	CAPN14	0	-	60802	0.383
ENSG00000214782	chr11	60729304	60744212	MS4A18	0	+	14908	0.216
ENSG00000214814	chr8	123851987	124120061	FER1L6	0	+	268074	0.341
ENSG00000214819	chr17	20579724	20580911	CDRT15L2	0	+	1187	0.002
ENSG00000214842	chr2	17510579	17518440	RAD51AP2	0	-	7861	0.131
ENSG00000214860	chr17	18377778	18389647	EVPLL	0	+	11869	0.545
ENSG00000214866	chr2	3703575	3848008	DCDC2C	0	+	144433	0.015
ENSG00000214872	chr11	57537595	57550272	SMTNL1	0	+	12677	0.377
ENSG00000214891	chr11	49053714	49059112	TRIM64C	0	-	5398	0.001
ENSG00000214897	chrX	153395639	153401392	PNMA6E	0	-	5753	0.284
ENSG00000214929	chr9	81988772	81995253	SPATA31D1	0	+	6481	0.003
ENSG00000214943	chr14	31482875	31488039	GPR33	0	-	5164	0.02
ENSG00000214978	chr17	9800608	9822079	GSG1L2	0	-	21471	0.001
ENSG00000215009	chr12	7304072	7328719	ACSM4	0	+	24647	0.134
ENSG00000215045	chr7	6496778	6551461	GRID2IP	0	-	54683	0.785
ENSG00000215113	chrX	71763349	71767204	CXorf49B	0	+	3855	0.603
ENSG00000215115	chrX	71714371	71718285	CXorf49	0	-	3914	0.57
ENSG00000215131	chr16	3493484	3495489	C16orf90	0	-	2005	0.014
ENSG00000215148	chr16	2798470	2805304	PRSS41	0	+	6834	0.165
ENSG00000215174	chrX	57677067	57680260	NLRP2B	0	-	3193	0.065
ENSG00000215186	chr15	72654697	72669599	GOLGA6B	0	+	14902	0.031
ENSG00000215203	chr4	42892713	43030658	GRXCR1	0	+	137945	0.001
ENSG00000215262	chr8	36784324	36936125	KCNU1	0	+	151801	0.179
ENSG00000215269	chrX	49570400	49577754	GAGE12G	0	+	7354	0.621
ENSG00000215274	chrX	49303646	49319841	GAGE10	0	+	16195	0.638
ENSG00000215277	chr14	23185316	23273477	RNF212B	0	+	88161	0.785
ENSG00000215343	chr8	12104389	12115516	ZNF705D	0	+	11127	0.013
ENSG00000215356	chr8	7926337	7952413	ZNF705B	0	+	26076	0.004
ENSG00000215372	chr8	7355517	7385558	ZNF705G	0	-	30041	0.011
ENSG00000215474	chr18	47206169	47251660	SKOR2	0	-	45491	0.016
ENSG00000215475	chr13	45777242	45851753	SIAH3	0	-	74511	0.346
ENSG00000215529	chr20	32858923	32961845	EFCAB8	0	+	102922	0.141
ENSG00000215545	chr20	31303212	31308585	DEFB116	0	-	5373	0.0
ENSG00000215547	chr20	31257664	31259632	DEFB115	0	+	1968	0.001
ENSG00000215568	chr22	16961936	17008222	GAB4	0	-	46286	0.017
ENSG00000215595	chr20	1203454	1209076	C20orf202	0	+	5622	0.238
ENSG00000215612	chr4	8846076	8871839	HMX1	0	-	25763	0.153
ENSG00000215644	chr17	81804132	81814008	GCGR	0	+	9876	0.127
ENSG00000215853	chr1	152153595	152159228	RPTN	0	-	5633	0.063
ENSG00000215906	chr1	22953043	22965338	LACTBL1	0	-	12295	0.001
ENSG00000216588	chr19	44613563	44636781	IGSF23	0	+	23218	0.155
ENSG00000216921	chr2	241893988	241902551	FAM240C	0	-	8563	0.335
ENSG00000217236	chr2	174334954	174338500	SP9	0	+	3546	0.263
ENSG00000217442	chr22	50551112	50562919	SYCE3	0	-	11807	0.811
ENSG00000218305	chr7	48924547	48927454	CDC14C	0	+	2907	0.313
ENSG00000218819	chr2	21123968	21144368	TDRD15	0	+	20400	0.022
ENSG00000219073	chr1	21977022	21998642	CELA3B	0	+	21620	0.011
ENSG00000219435	chr11	64300358	64304770	CATSPERZ	0	+	4412	0.109
