Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
C11orf1	1	0	0	0	0	1	1	1
C11orf40	1	0	0	0	0	1	1	1
C11orf45	1	0	0	0	0	1	1	1
C11orf54	1	0	0	0	0	1	1	1
C11orf70	1	0	0	0	0	1	1	1
C12orf29	1	0	0	0	0	1	1	1
C12orf65	1	0	0	0	0	1	1	1
C12orf76	0	1	0	0	0	1	1	1
C14orf142	0	0	0	1	0	1	1	1
C14orf166	1	0	0	0	0	1	1	1
C14orf177	0	1	0	0	0	1	1	1
C14orf2	0	1	0	0	0	1	1	1
C14orf28	1	0	0	0	0	1	1	1
C15orf57	1	0	0	0	0	1	1	1
C16orf89	1	0	0	0	0	1	1	1
C16orf93	1	0	0	0	0	1	1	1
C17orf53	1	0	0	0	0	1	1	1
C17orf64	1	0	0	0	0	1	1	1
C17orf67	1	0	0	0	0	1	1	1
C18orf21	1	0	0	0	0	1	1	1
C19orf18	1	0	0	0	0	1	1	1
C19orf40	1	0	0	0	0	1	1	1
C19orf43	1	0	0	0	0	1	1	1
C19orf47	1	0	0	0	0	1	1	1
C19orf48	1	0	0	0	0	1	1	1
C19orf73	1	0	0	0	0	1	1	1
C19orf80	1	0	0	0	0	1	1	1
C1D	1	0	0	0	0	1	1	1
C1R	1	0	0	0	0	1	1	1
C1orf105	1	0	0	0	0	1	1	1
C1orf109	1	0	0	0	0	1	1	1
C1orf115	1	0	0	0	0	1	1	1
C1orf123	0	0	0	1	0	1	1	1
C1orf177	0	1	0	0	0	1	1	1
C1orf186	1	0	0	0	0	1	1	1
C1orf27	1	0	0	0	0	1	1	1
C1orf61	0	0	0	1	0	1	1	1
C1orf74	1	0	0	0	0	1	1	1
C2	1	0	0	0	0	1	1	1
C20orf196	1	0	0	0	0	1	1	1
C21orf2	1	0	0	0	0	1	1	1
C21orf62	1	0	0	0	0	1	1	1
C22orf23	1	0	0	0	0	1	1	1
C2CD4B	1	0	0	0	0	1	1	1
C2orf40	1	0	0	0	0	1	1	1
C2orf42	0	1	0	0	0	1	1	1
C2orf68	1	0	0	0	0	1	1	1
C2orf70	1	0	0	0	0	1	1	1
C2orf88	1	0	0	0	0	1	1	1
C3orf18	1	0	0	0	0	1	1	1
C3orf52	1	0	0	0	0	1	1	1
C4A	1	0	0	0	0	1	1	1
C4orf3	1	0	0	0	0	1	1	1
C4orf32	1	0	0	0	0	1	1	1
C4orf33	1	0	0	0	0	1	1	1
C5AR2	1	0	0	0	0	1	1	1
C5orf24	1	0	0	0	0	1	1	1
C5orf49	1	0	0	0	0	1	1	1
C5orf51	1	0	0	0	0	1	1	1
C6orf203	1	0	0	0	0	1	1	1
C6orf226	0	1	0	0	0	1	1	1
C7orf57	1	0	0	0	0	1	1	1
C8orf22	1	0	0	0	0	1	1	1
C8orf4	1	0	0	0	0	1	1	1
C8orf58	1	0	0	0	0	1	1	1
C8orf59	1	0	0	0	0	1	1	1
C9orf117	1	0	0	0	0	1	1	1
C9orf142	1	0	0	0	0	1	1	1
C9orf16	1	0	0	0	0	1	1	1
C9orf85	1	0	0	0	0	1	1	1
C9orf9	1	0	0	0	0	1	1	1
C9orf91	1	0	0	0	0	1	1	1
CA11	1	0	0	0	0	1	1	1
CABP5	1	0	0	0	0	1	1	1
CABP7	1	0	0	0	0	1	1	1
CACNG2	1	0	0	0	0	1	1	1
CACYBP	1	0	0	0	0	1	1	1
CALM1	1	0	0	0	0	1	1	1
CALM2	1	0	0	0	0	1	1	1
CALML3	1	0	0	0	0	1	1	1
CALN1	1	0	0	0	0	1	1	1
CAMK2A	1	0	0	0	0	1	1	1
CAMKK1	1	0	0	0	0	1	1	1
CAMKV	1	0	0	0	0	1	1	1
CAPNS2	1	0	0	0	0	1	1	1
CAPS	1	0	0	0	0	1	1	1
CAPZA2	1	0	0	0	0	1	1	1
CAPZB	1	0	0	0	0	1	1	1
CARD17	1	0	0	0	0	1	1	1
CASC10	1	0	0	0	0	1	1	1
CASP10	1	0	0	0	0	1	1	1
CASP14	1	0	0	0	0	1	1	1
CASP6	1	0	0	0	0	1	1	1
CATIP	1	0	0	0	0	1	1	1
CATSPER4	1	0	0	0	0	1	1	1
CBLN2	1	0	0	0	0	1	1	1
CBR3	1	0	0	0	0	1	1	1
CBS	1	0	0	0	0	1	1	1
CBWD3	1	0	0	0	0	1	1	1
CBX2	1	0	0	0	0	1	1	1
CBX3	1	0	0	0	0	1	1	1
CBX5	1	0	0	0	0	1	1	1
CBX8	0	1	0	0	0	1	1	1
CBY1	1	0	0	0	0	1	1	1
CCDC109B	1	0	0	0	0	1	1	1
CCDC112	1	0	0	0	0	1	1	1
CCDC126	1	0	0	0	0	1	1	1
CCDC134	1	0	0	0	0	1	1	1
CCDC144NL	1	0	0	0	0	1	1	1
CCDC159	1	0	0	0	0	1	1	1
CCDC167	1	0	0	0	0	1	1	1
CCDC22	1	0	0	0	0	1	1	1
CCDC23	1	0	0	0	0	1	1	1
CCDC25	1	0	0	0	0	1	1	1
CCDC3	1	0	0	0	0	1	1	1
CCDC43	0	1	0	0	0	1	1	1
CCDC53	1	0	0	0	0	1	1	1
CCDC59	1	0	0	0	0	1	1	1
CCDC61	1	0	0	0	0	1	1	1
CCDC67	1	0	0	0	0	1	1	1
CCDC69	1	0	0	0	0	1	1	1
CCDC71L	1	0	0	0	0	1	1	1
CCKAR	1	0	0	0	0	1	1	1
CCL14	0	1	0	0	0	1	1	1
CCL15	1	0	0	0	0	1	1	1
CCL2	0	1	0	0	0	1	1	1
CCL20	1	0	0	0	0	1	1	1
CCL28	1	0	0	0	0	1	1	1
CCL3L3	1	0	0	0	0	1	1	1
CCL5	1	0	0	0	0	1	1	1
CCNB2	1	0	0	0	0	1	1	1
CCND2	1	0	0	0	0	1	1	1
CCNG1	1	0	0	0	0	1	1	1
CCNJ	1	0	0	0	0	1	1	1
CCNO	1	0	0	0	0	1	1	1
CCR1	1	0	0	0	0	1	1	1
CCR2	1	0	0	0	0	1	1	1
CCR6	1	0	0	0	0	1	1	1
CCRN4L	1	0	0	0	0	1	1	1
CCS	0	1	0	0	0	1	1	1
CCSAP	1	0	0	0	0	1	1	1
CCSER2	1	0	0	0	0	1	1	1
CCT8	1	0	0	0	0	1	1	1
CD160	1	0	0	0	0	1	1	1
CD164L2	1	0	0	0	0	1	1	1
CD200R1	1	0	0	0	0	1	1	1
CD200R1L	1	0	0	0	0	1	1	1
CD247	1	0	0	0	0	1	1	1
CD248	1	0	0	0	0	1	1	1
CD276	1	0	0	0	0	1	1	1
CD300A	1	0	0	0	0	1	1	1
CD37	1	0	0	0	0	1	1	1
CD38	1	0	0	0	0	1	1	1
CD3G	1	0	0	0	0	1	1	1
CD48	1	0	0	0	0	1	1	1
CD52	1	0	0	0	0	1	1	1
CD53	0	1	0	0	0	1	1	1
CD58	1	0	0	0	0	1	1	1
CD63	1	0	0	0	0	1	1	1
CD68	1	0	0	0	0	1	1	1
CD70	1	0	0	0	0	1	1	1
CD72	1	0	0	0	0	1	1	1
CD74	1	0	0	0	0	1	1	1
CD79B	1	0	0	0	0	1	1	1
CD80	1	0	0	0	0	1	1	1
CD83	1	0	0	0	0	1	1	1
CD99L2	1	0	0	0	0	1	1	1
CDADC1	1	0	0	0	0	1	1	1
CDC123	1	0	0	0	0	1	1	1
CDC23	1	0	0	0	0	1	1	1
CDC34	1	0	0	0	0	1	1	1
CDC37L1	1	0	0	0	0	1	1	1
CDC42EP4	0	1	0	0	0	1	1	1
CDC42SE1	1	0	0	0	0	1	1	1
CDH20	1	0	0	0	0	1	1	1
CDIP1	1	0	0	0	0	1	1	1
CDK1	1	0	0	0	0	1	1	1
CDK18	1	0	0	0	0	1	1	1
CDK2	1	0	0	0	0	1	1	1
CDKN2C	1	0	0	0	0	1	1	1
CDKN2D	1	0	0	0	0	1	1	1
CDKN3	1	0	0	0	0	1	1	1
CDNF	1	0	0	0	0	1	1	1
CDRT4	1	0	0	0	0	1	1	1
CEBPA	1	0	0	0	0	1	1	1
CEBPG	1	0	0	0	0	1	1	1
CELA1	1	0	0	0	0	1	1	1
CELA3A	1	0	0	0	0	1	1	1
CENPA	1	0	0	0	0	1	1	1
CENPC	1	0	0	0	0	1	1	1
CENPL	1	0	0	0	0	1	1	1
CENPO	1	0	0	0	0	1	1	1
CENPQ	1	0	0	0	0	1	1	1
CERS1	1	0	0	0	0	1	1	1
CERS2	1	0	0	0	0	1	1	1
CFD	1	0	0	0	0	1	1	1
CFL1	1	0	0	0	0	1	1	1
CFP	1	0	0	0	0	1	1	1
CGB1	1	0	0	0	0	1	1	1
CGB8	1	0	0	0	0	1	1	1
CHAC1	1	0	0	0	0	1	1	1
CHCHD2	1	0	0	0	0	1	1	1
CHCHD3	0	1	0	0	0	1	1	1
CHCHD5	1	0	0	0	0	1	1	1
CHDH	1	0	0	0	0	1	1	1
CHID1	1	0	0	0	0	1	1	1
CHM	1	0	0	0	0	1	1	1
CHMP2B	1	0	0	0	0	1	1	1
CHMP5	0	1	0	0	0	1	1	1
CHP1	1	0	0	0	0	1	1	1
CHP2	1	0	0	0	0	1	1	1
CHRAC1	1	0	0	0	0	1	1	1
CHRNA1	1	0	0	0	0	1	1	1
CHRNA6	1	0	0	0	0	1	1	1
CHRNA9	1	0	0	0	0	1	1	1
CHRNG	1	0	0	0	0	1	1	1
CHST5	1	0	0	0	0	1	1	1
CHST6	1	0	0	0	0	1	1	1
CHTOP	0	0	0	1	0	1	1	1
CHURC1	0	0	0	1	0	1	1	1
CIB2	1	0	0	0	0	1	1	1
CIB3	1	0	0	0	0	1	1	1
CIDEB	1	0	0	0	0	1	1	1
CIDEC	1	0	0	0	0	1	1	1
CIPC	1	0	0	0	0	1	1	1
CISH	1	0	0	0	0	1	1	1
CKAP2L	1	0	0	0	0	1	1	1
CLC	0	1	0	0	0	1	1	1
CLCN7	1	0	0	0	0	1	1	1
CLDN10	1	0	0	0	0	1	1	1
CLDN11	1	0	0	0	0	1	1	1
CLDN18	1	0	0	0	0	1	1	1
CLDN3	1	0	0	0	0	1	1	1
CLDN6	0	1	0	0	0	1	1	1
CLDN7	1	0	0	0	0	1	1	1
CLDN8	1	0	0	0	0	1	1	1
CLDND1	1	0	0	0	0	1	1	1
CLEC11A	1	0	0	0	0	1	1	1
CLEC12A	1	0	0	0	0	1	1	1
CLEC12B	1	0	0	0	0	1	1	1
CLEC17A	1	0	0	0	0	1	1	1
CLEC2B	1	0	0	0	0	1	1	1
CLEC2D	1	0	0	0	0	1	1	1
CLEC9A	1	0	0	0	0	1	1	1
CLECL1	1	0	0	0	0	1	1	1
CLIC2	1	0	0	0	0	1	1	1
CLIC4	1	0	0	0	0	1	1	1
CLLU1	1	0	0	0	0	1	1	1
CLLU1OS	0	1	0	0	0	1	1	1
CLN6	1	0	0	0	0	1	1	1
CLPB	0	0	0	1	0	1	1	1
CLPSL1	1	0	0	0	0	1	1	1
CLRN1	1	0	0	0	0	1	1	1
CLTB	1	0	0	0	0	1	1	1
CMBL	1	0	0	0	0	1	1	1
CMC4	1	0	0	0	0	1	1	1
CMPK2	1	0	0	0	0	1	1	1
CMTM4	0	0	1	0	0	1	1	1
CMTM6	1	0	0	0	0	1	1	1
CMTM7	1	0	0	0	0	1	1	1
CNBP	1	0	0	0	0	1	1	1
CNFN	1	0	0	0	0	1	1	1
CNGA3	1	0	0	0	0	1	1	1
CNIH1	1	0	0	0	0	1	1	1
CNIH2	1	0	0	0	0	1	1	1
CNIH3	1	0	0	0	0	1	1	1
CNN1	1	0	0	0	0	1	1	1
CNOT11	1	0	0	0	0	1	1	1
CNOT8	1	0	0	0	0	1	1	1
CNPY3	1	0	0	0	0	1	1	1
CNPY4	1	0	0	0	0	1	1	1
CNTD2	1	0	0	0	0	1	1	1
CNTFR	1	0	0	0	0	1	1	1
COA3	1	0	0	0	0	1	1	1
COA5	0	1	0	0	0	1	1	1
COMMD6	1	0	0	0	0	1	1	1
COMTD1	1	0	0	0	0	1	1	1
COPS6	1	0	0	0	0	1	1	1
COPS7A	1	0	0	0	0	1	1	1
COPS7B	1	0	0	0	0	1	1	1
COPZ1	1	0	0	0	0	1	1	1
COQ10A	1	0	0	0	0	1	1	1
COQ2	0	1	0	0	0	1	1	1
COQ4	0	1	0	0	0	1	1	1
COTL1	1	0	0	0	0	1	1	1
COX11	1	0	0	0	0	1	1	1
COX17	1	0	0	0	0	1	1	1
COX18	0	1	0	0	0	1	1	1
COX20	1	0	0	0	0	1	1	1
COX6C	1	0	0	0	0	1	1	1
COX7A1	1	0	0	0	0	1	1	1
COX7A2L	1	0	0	0	0	1	1	1
CPA5	1	0	0	0	0	1	1	1
CPEB2	1	0	0	0	0	1	1	1
CPNE5	1	0	0	0	0	1	1	1
CPNE6	1	0	0	0	0	1	1	1
CPSF3L	1	0	0	0	0	1	1	1
CPSF7	0	1	0	0	0	1	1	1
CRADD	1	0	0	0	0	1	1	1
CRCP	1	0	0	0	0	1	1	1
CRCT1	1	0	0	0	0	1	1	1
CREBL2	1	0	0	0	0	1	1	1
CREG1	1	0	0	0	0	1	1	1
CREG2	0	0	0	1	0	1	1	1
CRELD2	1	0	0	0	0	1	1	1
CRHBP	1	0	0	0	0	1	1	1
CRIP3	1	0	0	0	0	1	1	1
CRIPT	1	0	0	0	0	1	1	1
CRISPLD2	1	0	0	0	0	1	1	1
CRKL	1	0	0	0	0	1	1	1
CRLS1	1	0	0	0	0	1	1	1
CRYBA4	1	0	0	0	0	1	1	1
CRYBB2	0	1	0	0	0	1	1	1
CSAD	1	0	0	0	0	1	1	1
CSF3	1	0	0	0	0	1	1	1
CSGALNACT1	1	0	0	0	0	1	1	1
CSN1S1	1	0	0	0	0	1	1	1
CSRP1	1	0	0	0	0	1	1	1
CSRP3	1	0	0	0	0	1	1	1
CST2	1	0	0	0	0	1	1	1
CST4	1	0	0	0	0	1	1	1
CST6	1	0	0	0	0	1	1	1
CSTA	1	0	0	0	0	1	1	1
CSTB	1	0	0	0	0	1	1	1
CSTL1	1	0	0	0	0	1	1	1
CT55	1	0	0	0	0	1	1	1
CTAGE6	0	1	0	0	0	1	1	1
CTB-96E2.2	0	1	0	0	0	1	1	1
CTC-260F20.3	1	0	0	0	0	1	1	1
CTC-429P9.4	0	0	0	0	1	1	1	1
CTDSP2	1	0	0	0	0	1	1	1
CTDSPL	1	0	0	0	0	1	1	1
CTLA4	1	0	0	0	0	1	1	1
CTNS	1	0	0	0	0	1	1	1
CTPS1	1	0	0	0	0	1	1	1
CTRC	1	0	0	0	0	1	1	1
CTSL	1	0	0	0	0	1	1	1
CTSZ	1	0	0	0	0	1	1	1
CTU1	1	0	0	0	0	1	1	1
CTXN1	1	0	0	0	0	1	1	1
CUZD1	1	0	0	0	0	1	1	1
CWC15	1	0	0	0	0	1	1	1
CXCL1	1	0	0	0	0	1	1	1
CXCL11	1	0	0	0	0	1	1	1
CXCL14	1	0	0	0	0	1	1	1
CXCL16	1	0	0	0	0	1	1	1
CXCL2	1	0	0	0	0	1	1	1
CXCL5	1	0	0	0	0	1	1	1
CXCL6	1	0	0	0	0	1	1	1
CXXC4	1	0	0	0	0	1	1	1
CXorf40B	1	0	0	0	0	1	1	1
CXorf56	1	0	0	0	0	1	1	1
CXorf58	1	0	0	0	0	1	1	1
CXorf65	1	0	0	0	0	1	1	1
CYB561D2	0	0	1	0	0	1	1	1
CYB5A	1	0	0	0	0	1	1	1
CYBB	1	0	0	0	0	1	1	1
CYBRD1	1	0	0	0	0	1	1	1
CYCS	1	0	0	0	0	1	1	1
CYP11A1	1	0	0	0	0	1	1	1
CYP26C1	1	0	0	0	0	1	1	1
CYP2D6	1	0	0	0	0	1	1	1
CYP2D7	1	0	0	0	0	1	1	1
CYP2U1	1	0	0	0	0	1	1	1
CYP2W1	1	0	0	0	0	1	1	1
CYP4V2	1	0	0	0	0	1	1	1
D4S234E	1	0	0	0	0	1	1	1
DACH2	0	1	0	0	0	1	1	1
DACT3	1	0	0	0	0	1	1	1
DAND5	0	0	0	1	0	1	1	1
DAP	1	0	0	0	0	1	1	1
DAPP1	1	0	0	0	0	1	1	1
DBX2	1	0	0	0	0	1	1	1
DCTN3	1	0	0	0	0	1	1	1
DCTN5	1	0	0	0	0	1	1	1
DCX	1	0	0	0	0	1	1	1
DCXR	1	0	0	0	0	1	1	1
DDA1	0	0	0	1	0	1	1	1
DDIT3	1	0	0	0	0	1	1	1
DDO	0	1	0	0	0	1	1	1
DDOST	1	0	0	0	0	1	1	1
DDRGK1	1	0	0	0	0	1	1	1
DDT	1	0	0	0	0	1	1	1
DDTL	1	0	0	0	0	1	1	1
DDX25	1	0	0	0	0	1	1	1
DEAF1	1	0	0	0	0	1	1	1
DEDD2	1	0	0	0	0	1	1	1
DERL1	1	0	0	0	0	1	1	1
DERL2	1	0	0	0	0	1	1	1
DERL3	1	0	0	0	0	1	1	1
DES	1	0	0	0	0	1	1	1
DFNB59	0	1	0	0	0	1	1	1
DGAT2L6	1	0	0	0	0	1	1	1
DGCR2	1	0	0	0	0	1	1	1
DGCR6L	1	0	0	0	0	1	1	1
DGUOK	1	0	0	0	0	1	1	1
DHFRL1	1	0	0	0	0	1	1	1
DHODH	0	0	0	1	0	1	1	1
DHRS1	0	1	0	0	0	1	1	1
DHRS12	1	0	0	0	0	1	1	1
DHRS7C	1	0	0	0	0	1	1	1
DIO2	1	0	0	0	0	1	1	1
DIRAS1	1	0	0	0	0	1	1	1
DIRAS2	1	0	0	0	0	1	1	1
DKK4	1	0	0	0	0	1	1	1
DKKL1	1	0	0	0	0	1	1	1
DLK2	1	0	0	0	0	1	1	1
DLST	1	0	0	0	0	1	1	1
DLX5	0	1	0	0	0	1	1	1
DLX6	1	0	0	0	0	1	1	1
DMAP1	1	0	0	0	0	1	1	1
DNAJB9	1	0	0	0	0	1	1	1
DNAJC24	0	1	0	0	0	1	1	1
DNAJC25	1	0	0	0	0	1	1	1
DNAJC4	1	0	0	0	0	1	1	1
DNAJC5	1	0	0	0	0	1	1	1
DNAJC8	1	0	0	0	0	1	1	1
DNAL1	1	0	0	0	0	1	1	1
DNASE1L2	0	1	0	0	0	1	1	1
DNASE2B	1	0	0	0	0	1	1	1
DNLZ	1	0	0	0	0	1	1	1
DNMT3L	1	0	0	0	0	1	1	1
DNPEP	1	0	0	0	0	1	1	1
DOK3	0	1	0	0	0	1	1	1
DOK6	1	0	0	0	0	1	1	1
DPF1	1	0	0	0	0	1	1	1
DPF3	0	1	0	0	0	1	1	1
DPH3	1	0	0	0	0	1	1	1
DPH6	1	0	0	0	0	1	1	1
DPM3	0	1	0	0	0	1	1	1
DPY30	1	0	0	0	0	1	1	1
DPYSL5	1	0	0	0	0	1	1	1
DR1	1	0	0	0	0	1	1	1
DRGX	0	1	0	0	0	1	1	1
DRICH1	1	0	0	0	0	1	1	1
DSTN	1	0	0	0	0	1	1	1
DTD2	0	1	0	0	0	1	1	1
DTWD2	1	0	0	0	0	1	1	1
DUOXA1	1	0	0	0	0	1	1	1
DUS2	1	0	0	0	0	1	1	1
DUSP12	1	0	0	0	0	1	1	1
DUSP15	1	0	0	0	0	1	1	1
DUSP18	1	0	0	0	0	1	1	1
DUSP19	0	1	0	0	0	1	1	1
DUSP22	1	0	0	0	0	1	1	1
DUSP4	1	0	0	0	0	1	1	1
DYNC1LI2	1	0	0	0	0	1	1	1
DYNLL1	1	0	0	0	0	1	1	1
DYNLT1	0	0	1	0	0	1	1	1
DYNLT3	1	0	0	0	0	1	1	1
EAF1	1	0	0	0	0	1	1	1
EBAG9	1	0	0	0	0	1	1	1
EBF2	1	0	0	0	0	1	1	1
EBPL	0	1	0	0	0	1	1	1
ECEL1	1	0	0	0	0	1	1	1
ECHDC2	1	0	0	0	0	1	1	1
ECHS1	1	0	0	0	0	1	1	1
EDA2R	1	0	0	0	0	1	1	1
EDN1	1	0	0	0	0	1	1	1
EEF1D	1	0	0	0	0	1	1	1
EFCAB11	1	0	0	0	0	1	1	1
EFNA1	1	0	0	0	0	1	1	1
EFNA2	1	0	0	0	0	1	1	1
EFNA3	1	0	0	0	0	1	1	1
EFNA4	1	0	0	0	0	1	1	1
EI24	1	0	0	0	0	1	1	1
EID2B	1	0	0	0	0	1	1	1
EIF1	0	1	0	0	0	1	1	1
EIF1B	1	0	0	0	0	1	1	1
EIF2A	1	0	0	0	0	1	1	1
EIF2B1	0	1	0	0	0	1	1	1
EIF2B3	1	0	0	0	0	1	1	1
EIF2S2	1	0	0	0	0	1	1	1
EIF3G	0	1	0	0	0	1	1	1
EIF3H	1	0	0	0	0	1	1	1
EIF4E1B	1	0	0	0	0	1	1	1
EIF4EBP1	1	0	0	0	0	1	1	1
EIF5AL1	1	0	0	0	0	1	1	1
EIF6	1	0	0	0	0	1	1	1
ELFN1	1	0	0	0	0	1	1	1
ELK1	1	0	0	0	0	1	1	1
ELL2	1	0	0	0	0	1	1	1
ELOVL2	1	0	0	0	0	1	1	1
ELOVL5	1	0	0	0	0	1	1	1
ELP6	1	0	0	0	0	1	1	1
ELSPBP1	1	0	0	0	0	1	1	1
EMC10	1	0	0	0	0	1	1	1
EMC4	0	1	0	0	0	1	1	1
EMC6	1	0	0	0	0	1	1	1
EMC8	1	0	0	0	0	1	1	1
EMC9	1	0	0	0	0	1	1	1
EMCN	1	0	0	0	0	1	1	1
EME2	1	0	0	0	0	1	1	1
EMX2	1	0	0	0	0	1	1	1
ENKUR	1	0	0	0	0	1	1	1
ENSA	1	0	0	0	0	1	1	1
ENTHD2	1	0	0	0	0	1	1	1
ENTPD6	1	0	0	0	0	1	1	1
EPHA1	1	0	0	0	0	1	1	1
EPHA4	0	1	0	0	0	1	1	1
EPM2A	1	0	0	0	0	1	1	1
EPN1	1	0	0	0	0	1	1	1
EPPIN	0	0	1	0	0	1	1	1
EPSTI1	1	0	0	0	0	1	1	1
EQTN	1	0	0	0	0	1	1	1
ERAP1	1	0	0	0	0	1	1	1
ERCC8	1	0	0	0	0	1	1	1
EREG	0	1	0	0	0	1	1	1
ERI1	1	0	0	0	0	1	1	1
ERMAP	1	0	0	0	0	1	1	1
ERMARD	1	0	0	0	0	1	1	1
ERMP1	1	0	0	0	0	1	1	1
ERN1	1	0	0	0	0	1	1	1
ERRFI1	1	0	0	0	0	1	1	1
ERV3-1	1	0	0	0	0	1	1	1
ESAM	1	0	0	0	0	1	1	1
ESPNL	1	0	0	0	0	1	1	1
ETF1	1	0	0	0	0	1	1	1
ETHE1	1	0	0	0	0	1	1	1
ETV2	1	0	0	0	0	1	1	1
ETV3	1	0	0	0	0	1	1	1
EVX2	1	0	0	0	0	1	1	1
EXOC3L1	1	0	0	0	0	1	1	1
EXOSC6	1	0	0	0	0	1	1	1
F3	1	0	0	0	0	1	1	1
F9	1	0	0	0	0	1	1	1
FA2H	1	0	0	0	0	1	1	1
FAAH2	1	0	0	0	0	1	1	1
FABP5	1	0	0	0	0	1	1	1
FABP6	1	0	0	0	0	1	1	1
FAIM	1	0	0	0	0	1	1	1
FAM101A	1	0	0	0	0	1	1	1
FAM103A1	1	0	0	0	0	1	1	1
FAM104A	1	0	0	0	0	1	1	1
FAM104B	1	0	0	0	0	1	1	1
FAM109A	1	0	0	0	0	1	1	1
FAM110A	1	0	0	0	0	1	1	1
FAM114A2	1	0	0	0	0	1	1	1
FAM120AOS	0	1	0	0	0	1	1	1
FAM122B	1	0	0	0	0	1	1	1
FAM126B	1	0	0	0	0	1	1	1
FAM151B	1	0	0	0	0	1	1	1
FAM153A	1	0	0	0	0	1	1	1
FAM153C	1	0	0	0	0	1	1	1
FAM159A	1	0	0	0	0	1	1	1
FAM162A	1	0	0	0	0	1	1	1
FAM167B	1	0	0	0	0	1	1	1
FAM168B	1	0	0	0	0	1	1	1
FAM181A	1	0	0	0	0	1	1	1
FAM181B	1	0	0	0	0	1	1	1
FAM183B	1	0	0	0	0	1	1	1
FAM186B	1	0	0	0	0	1	1	1
FAM19A5	1	0	0	0	0	1	1	1
FAM206A	1	0	0	0	0	1	1	1
FAM209A	1	0	0	0	0	1	1	1
FAM213A	1	0	0	0	0	1	1	1
FAM218A	1	0	0	0	0	1	1	1
FAM21EP	0	0	0	1	0	1	1	1
FAM222A	1	0	0	0	0	1	1	1
FAM228A	1	0	0	0	0	1	1	1
FAM3B	1	0	0	0	0	1	1	1
FAM53B	0	1	0	0	0	1	1	1
FAM53C	1	0	0	0	0	1	1	1
FAM58A	1	0	0	0	0	1	1	1
FAM69B	1	0	0	0	0	1	1	1
FAM71E1	1	0	0	0	0	1	1	1
FAM73A	1	0	0	0	0	1	1	1
FAM81A	1	0	0	0	0	1	1	1
FAM86B1	1	0	0	0	0	1	1	1
FAM89A	1	0	0	0	0	1	1	1
FAM89B	1	0	0	0	0	1	1	1
FAM98B	1	0	0	0	0	1	1	1
FAM9B	1	0	0	0	0	1	1	1
FARS2	1	0	0	0	0	1	1	1
FAS	1	0	0	0	0	1	1	1
FAXDC2	1	0	0	0	0	1	1	1
FBL	1	0	0	0	0	1	1	1
FBLN5	1	0	0	0	0	1	1	1
FBP2	1	0	0	0	0	1	1	1
FBXL6	1	0	0	0	0	1	1	1
FBXL8	1	0	0	0	0	1	1	1
FBXO2	1	0	0	0	0	1	1	1
FBXO24	1	0	0	0	0	1	1	1
FBXO25	0	1	0	0	0	1	1	1
FBXO36	1	0	0	0	0	1	1	1
FBXO6	0	1	0	0	0	1	1	1
FBXW11	1	0	0	0	0	1	1	1
FBXW5	1	0	0	0	0	1	1	1
FCER1G	1	0	0	0	0	1	1	1
FCGR2B	1	0	0	0	0	1	1	1
FCGR3A	1	0	0	0	0	1	1	1
FCHO2	0	0	1	0	0	1	1	1
FDX1	1	0	0	0	0	1	1	1
FDXACB1	1	0	0	0	0	1	1	1
FEZ2	1	0	0	0	0	1	1	1
FFAR4	1	0	0	0	0	1	1	1
FGF11	1	0	0	0	0	1	1	1
FGF19	1	0	0	0	0	1	1	1
FGF3	1	0	0	0	0	1	1	1
FGF4	1	0	0	0	0	1	1	1
FGF7	1	0	0	0	0	1	1	1
FGFR1OP	1	0	0	0	0	1	1	1
FGL1	0	1	0	0	0	1	1	1
FHL2	1	0	0	0	0	1	1	1
FHL3	0	0	0	1	0	1	1	1
FIBIN	1	0	0	0	0	1	1	1
FIBP	1	0	0	0	0	1	1	1
FICD	1	0	0	0	0	1	1	1
FIGLA	1	0	0	0	0	1	1	1
FIS1	1	0	0	0	0	1	1	1
FITM2	1	0	0	0	0	1	1	1
FKBP11	1	0	0	0	0	1	1	1
FKBP14	1	0	0	0	0	1	1	1
FKBP1A	1	0	0	0	0	1	1	1
FKBP7	1	0	0	0	0	1	1	1
FKRP	1	0	0	0	0	1	1	1
FLYWCH1	1	0	0	0	0	1	1	1
FMR1	0	1	0	0	0	1	1	1
FMR1NB	0	1	0	0	0	1	1	1
FNDC9	1	0	0	0	0	1	1	1
FNTA	1	0	0	0	0	1	1	1
FOLR2	1	0	0	0	0	1	1	1
FOSL2	1	0	0	0	0	1	1	1
FOXC1	1	0	0	0	0	1	1	1
FOXF2	1	0	0	0	0	1	1	1
FOXH1	1	0	0	0	0	1	1	1
FOXK1	1	0	0	0	0	1	1	1
FOXL1	1	0	0	0	0	1	1	1
FOXN4	1	0	0	0	0	1	1	1
FOXP3	1	0	0	0	0	1	1	1
FRG1B	1	0	0	0	0	1	1	1
FRRS1L	1	0	0	0	0	1	1	1
FSD1	1	0	0	0	0	1	1	1
FTCD	0	1	0	0	0	1	1	1
FUCA1	1	0	0	0	0	1	1	1
FUNDC1	1	0	0	0	0	1	1	1
FUNDC2	1	0	0	0	0	1	1	1
FXN	1	0	0	0	0	1	1	1
FXYD3	1	0	0	0	0	1	1	1
